mouse_gene_symbol	mouse_chromosome
Gm44108	6
Gm44116	6
Gxylt2	6
Nxph4	10
Gm25483	13
Gm18284	15
Tbca	13
Chadl	15
Sertad1	7
Gopc	10
Tmem222	4
Sae1	7
Tmem70	1
Klrc2	6
Lpar2	8
Rangap1	15
Alkbh5	11
Otp	13
Gm10101	14
Gm43101	5
Gm43102	5
Cgrrf1	14
Gpr137b-ps	13
Gm43100	5
Gm19590	5
Gm12622	11
Gm38180	5
Gm28865	5
Cygb	11
Adcy7	8
Gm18444	1
Gpr39	1
Gm24718	X
Gm14925	X
Gm9051	X
Gak	5
Gm12628	11
F630028O10Rik	X
Gm12623	11
Ly96	1
Gm12621	11
Gm12627	11
Gm12613	11
Gm12614	11
Gm12615	11
Gm12626	11
Gm12625	11
Mir223	X
Gm12619	11
Vsig4	X
Gm22826	3
Gm13259	4
Gm48949	14
Dhx58	11
Sike1	3
Gm34934	14
Irf9	14
Gm48440	13
Gm48445	13
Gm48455	13
Ptprd	4
Gm48456	13
Slc9a9	9
Gm48458	13
Gm2399	13
Gm29649	1
Gm7042	13
Gm5828	1
Prl2c3	13
Hsf3	X
Lypd1	1
Lysmd4	7
Gm6627	10
Emcn	3
Gm26741	10
Gm47580	10
Gm15576	6
Rps19-ps10	10
Gm19692	6
Nepn	10
Ppp4r2	6
Rpl30-ps3	2
Gm28376	1
Fcnb	2
4921511E07Rik	1
Gm12624	11
Gm12612	11
Jph1	1
Gm12616	11
Prcd	11
Nus1	10
Gm18262	13
Gm2544	13
H2-T23	17
Gm16262	9
Nox4	7
Mir7656	9
Gm18878	13
Gm47168	9
Gm48527	13
Chst2	9
Gm28783	1
Prl2c2	13
Gdap1	1
Gm37805	9
Gm8449	9
Gm47608	10
Gm19193	9
Gm47607	10
Bsn	9
Gm47609	10
Gm30541	19
Gm12620	11
Phyhipl	10
Gm10197	19
Gm12617	11
Lcp2	11
Smndc1	19
4930595O18Rik	6
Gm43941	6
Gm43950	6
Gm43948	6
Gm43942	6
Gm13371	2
Gm19726	6
Klrc1	6
Kcnma1	14
Csrnp3	2
Gm14933	X
Zc3h7b	15
Bcor	X
Gm48544	13
Gm49962	17
Gm18263	13
Gm24794	17
4732491K20Rik	17
Gm32300	13
Gm49964	17
Gm18879	13
Gm6618	17
Gm9628	13
Plg	17
Gm18259	13
Gm4861	3
Gm28784	1
Gm10811	13
Deup1	9
8030456M14Rik	19
Gm28785	1
Wdr41	13
Mirt1	19
Ddit4l	3
Gm5251	1
Fyttd1	16
Rbm6-ps1	1
Gm6075	1
Gm25166	1
Hecw2	1
Gm30946	3
4833407H14Rik	19
Gm21962	3
Gm50393	19
Gm42610	3
Gm50394	19
Gm25080	3
Mir6380	3
Gm31678	3
Dusp5	19
Gm43403	3
Nbea	3
Gm12121	11
Foxi1	11
Nutf2-ps1	19
Gm50402	19
Snhg16	11
Smc3	19
Gm47610	10
Memo1	17
Gm17597	15
Gm47611	10
Gm33979	10
Tef	15
Gm47612	10
Gm48021	10
Gm48022	10
Zfa-ps	10
Gm7309	6
Gm40689	10
Mir680-1	6
Gm44135	6
Gm36065	10
Klri1	6
4930540M03Rik	9
F730016J06Rik	2
Gm7642	9
Tmtc3	10
Gm5119	9
4930447F24Rik	9
Klri2	6
Gm37201	9
Gm37247	9
Gm13619	2
Gm37230	9
Gm13617	2
Dag1	9
Bend7	2
Pdzrn3	6
Gm8444	15
Tob2	15
Gm9316	17
Gm49476	15
Slc22a3	17
Phf5a	15
Snord1c	11
Snord1b	11
Slc36a4	9
Snord1a	11
St6galnac2	11
Aco2	15
Gm48349	13
Htt	5
Rbm20	19
Gm48350	13
Gm48420	13
Prl2c5	13
Gm26911	6
C030013G03Rik	17
Grin2a	16
9530086O07Rik	6
H2-T22	17
Gm43953	6
Gm43947	6
Gm43946	6
Gm44169	6
Kat2a	11
Gm48711	9
Klrh1	6
Mtnr1b	9
Gm13176	2
Galnt3	2
Nicn1	9
Gm18880	13
Gm48588	13
Gm48589	13
Gm16298	19
Gm2423	13
Gm16299	19
Gm5374	13
Gm50272	19
Gm48590	13
Gm7040	13
Pdcd4	19
Gm44171	6
Gm16242	6
Gm18562	13
Gm32453	6
Gm9871	6
Pbx4	8
Slc35f1	10
Gm44176	6
Gm44177	6
Gm25804	13
Gm7924	6
Gpr137b	13
Pi15	1
Klra17	6
Zc3h4	7
Usp2	9
Polr3h	15
Gm47624	10
Gm48023	10
Gm48024	10
Gm47623	10
Gm7572	16
Gm47621	10
Gm3890	16
Gm47622	10
Gm6611	16
Gm28638	2
Gm40649	10
Gm17106	16
Gm13616	2
Gm28154	1
n-R5s33	16
4930533K18Rik	10
Iqcg	16
Mir7681	1
Mapkbp1	2
Gm24251	1
Gm37633	1
Gm25829	1
Gm16070	1
Gm47637	10
Gm48036	10
Gm44248	6
Gm17631	6
Gm36173	10
Gm23977	6
Crispld1	1
Mab21l1	3
Gm24486	10
Cntn3	6
Cep85l	10
4933417G07Rik	3
Gm43376	3
Csdc2	15
Gm6034	17
Gm22784	3
Rpl35a	16
Gm42840	3
Cilp2	8
Gm48661	13
Ralyl	3
Gm48672	13
Dpy30	17
Gm7426	13
Nid1	13
Prx	7
Brd7	8
Pmm1	15
Trpm3	19
Gm19395	10
Gm17823	10
Pln	10
Gm11735	11
Hspb9	11
BC018473	11
Gm48682	13
Gm48783	13
Lmln	16
Gm28153	1
Klra5	6
Gm7690	1
Lyst	13
Gm47644	10
Gm18775	1
Gm47641	10
Gm17969	1
Gm15541	7
Gm11127	17
Gm36229	10
Gm28756	1
Gm45508	7
Gm45509	7
Tmem229b-ps	10
Gm45510	7
Dock2	11
Gm40650	10
Tmem160	7
Gm28755	1
Gm45497	8
Gm20597	10
Gm45784	1
Yjefn3	8
Gm47722	10
Ccdc150	1
Gm42842	3
Gm42841	3
Cyp2d67-ps	15
Gm37164	3
Gm31328	17
Lrp1	10
Gm5805	15
Mir1947	16
Hipk4	7
Gm9349	17
Gm23916	16
Ndufb11b	15
Gm42843	3
Gm9351	17
Osbpl11	16
Gm2474	3
Gm25727	3
Ndufa13	8
Slc22a2	17
Gm2622	3
Xrcc6	15
Gm19114	3
Gm22269	3
Gm23112	3
Gm38311	3
Gm44189	6
Gm6300	3
4930587E11Rik	6
Gm37358	3
Gm8955	3
Gm15854	6
Ilk	7
Tssk6	8
Gm14521	X
Gm14635	X
Gm8177	3
Nkd1	8
Slc7a12	3
Gm44422	6
Rpl30-ps11	X
Mir6373	6
Mir7665	2
Gm26022	6
Atp6ap2	X
Gm13999	2
Gm44429	6
Snx4	16
Gm43365	5
Gm44449	6
Gm44295	6
Kdr	5
Klra6	6
Lama5	2
H2az1	3
Gm8810	17
Klra4	6
Slc22a1	17
Gm24676	6
Klra11-ps	6
Gm9432	X
Gm4984	X
Gm43988	6
1810030O07Rik	X
Gm22621	6
Klra8	6
Crisp4	1
Gm45496	8
Wdr90	17
Snx20	8
Gm16265	X
Heph	X
Gatad2a	8
Desi1	15
4930403D09Rik	11
Gm43424	3
St6galnac1	11
Gm18660	3
Gm8957	3
Gm24712	6
Klra14-ps	6
Dnajb14	3
Defb44-ps	1
Defb18	1
Gm23552	6
Gng4	13
Klra9	6
Gtf3c3	1
Llgl1	11
Gm7441	13
Gm47882	13
Snu13	15
Gm32780	5
Taok2	7
Gm6051	5
Amt	9
Gm7446	13
Gm7046	13
Msantd1	5
Gm47884	13
Pde8b	13
Gm40155	3
Klra7	6
Gm49487	15
Gm43088	3
Gm49488	15
Gm15460	3
Gm49489	15
4930407I10Rik	15
Gm43689	3
Tm4sf1	3
Zcchc8	5
Ghr	15
Tcta	9
Gm34066	1
Jmjd7	2
Nckap5	1
Rnf26	9
Fat3	9
Gm5276	3
Mir7005	2
Tm4sf4	3
Sephs1	2
Tyr	7
Lamtor3	3
Gm16217	10
Gm7730	8
Gm48815	10
Taf10	7
Nod2	8
Stat6	10
Gm48726	9
Gm5611	9
Hck	2
Gm2594	9
Gm48846	9
Gm48848	9
Gm4977	9
Gm48849	9
Gm7680	9
Gm48850	9
Gm48856	9
Gm7692	9
Rhoa	9
Npas1	7
Wwtr1	3
Gm22031	15
Gm4823	15
Insyn2b	11
Gm17873	15
Fbxo4	15
Srd5a3	5
Rab5c	11
AW549877	15
Klra10	6
n-R5s151	7
Pold1	7
Gm16016	3
Gm37568	9
Gm37401	9
Gm26671	3
Chl1	6
Stra6	9
Gm49286	15
Mir6377	3
Gm2093	15
Bicc1	10
Gm43437	3
BC037032	15
Commd2	3
Mcrip2	17
Oxct1	15
Tmem175	5
Mxra7	11
BB187690	3
Dapp1	3
Rpl17-ps8	X
Gm14935	X
Gpr165	X
Defb41	1
Mettl26	17
Mau2	8
Spdl1	11
Gm17837	1
Gm5252	1
Gm37161	1
Gm24075	1
Gm37936	1
Gm28343	1
Gm38177	1
Med14	X
Gm28344	1
4930599A14Rik	1
Gm15825	1
Gm22022	11
Enah	1
Gm12711	11
Gm25799	11
Jmjd6	11
Wfikkn1	17
Gm15632	15
Gm49301	15
Tmem165	5
Mei1	15
Rps21	2
Igf2r	17
Gm19708	3
Gm5105	3
1110002E22Rik	3
Ankub1	3
Mir3091	2
Apc-ps1	5
Phyh	2
Dmtf1	5
Gm43098	3
Kcnh4	11
Grm5	7
Gm6394	3
Mttp	3
Gm13194	2
Gm13193	2
Gm11252	4
Gm13192	2
Gm42303	4
Gm11242	4
Gm11243	4
Gm11244	4
Olfm1	2
Gm11245	4
Gm11246	4
B230208B08Rik	4
Gm11260	4
Gm11261	4
Gm11262	4
Gm25836	4
Gm11263	4
Gm11409	4
Gm11407	4
Gm11408	4
Gm11410	4
Gm11406	4
Wdtc1	4
Gm44926	7
Gm44927	7
Mir7053	7
Gm44848	7
Gm44833	7
Gm44847	7
Mcm9	10
Arhgap35	7
Hcrt	11
Mettl23	11
Gm16243	13
Gm24249	7
Zbed3	13
Gm17826	7
Gm44846	7
Gm17981	7
Snora47	13
Gm22661	13
Aggf1	13
Gm29443	7
Gm13373	2
Gm16394	X
Gm14803	X
Gm9059	X
Gm44589	7
Gm9060	X
Gm29442	7
Gm28042	2
Slit3	11
Gm24708	7
Gm14634	X
Gm29725	7
Klra13-ps	6
Pgr15l	X
Tmem219	7
Gm24072	6
Gm44439	6
Gm14524	X
Gm7946	6
Spast	17
Gm14800	X
AA414768	X
Gm43691	3
Gm44441	6
Gm14534	X
5730405O15Rik	X
Gm24784	6
Gm44440	6
Trmt10a	3
Gm44436	6
Eda2r	X
Gm25656	6
Pou5f1-rs5	6
Gm18100	6
Klra3	6
Cables2	2
Tyrp1	4
Gm26070	11
Gm48712	13
Gm12123	11
Gm48025	10
Flii	11
Gm47738	10
B3galnt2	13
Gm15647	10
Klra1	6
Sugp1	8
Gm47739	10
Gm32025	10
Gm47737	10
Nab2	10
Gm9062	X
Gm14802	X
Ar	X
Lurap1l	4
Plcxd3	15
Ppp1r26	2
Gpx1	9
Csde1	3
Skint4	4
C6	15
Pld3	7
Gm14811	X
Gm14815	X
Gm16131	9
Gm14810	X
Islr	9
Usp9x	X
Rbbp8nl	2
Gm47174	9
Tm6sf2	8
Chordc1	9
Gm6584	6
Gm15861	6
Gm6590	6
Gm53052	6
1700007K13Rik	2
Gm27013	6
Gm44526	6
Gm8816	6
Gm26996	6
Gm26914	6
Gm27047	6
Gm53051	6
Gm20997	6
Gm6331	10
Gata5	2
Gm16229	10
Gm18423	6
Gm44525	6
Gm44118	6
C730027H18Rik	10
Gm21940	6
Gm49073	15
Airn	17
Gm44128	6
Ranbp3l	15
Gm44828	6
Gm44989	6
Gm44133	6
Hapln4	8
Ucma	2
1700113B09Rik	10
Gm44134	6
Gm49959	17
Gm49958	17
Gm16574	17
Asf1a	10
Gm19178	9
Gm7162	17
Gm44149	6
Nadk2	15
Gm44150	6
Ncan	8
Gm8837	6
Ceacam-ps1	7
Gm5581	6
Mas1	17
Gm20650	7
Klra2	6
Islr2	9
Gm23445	7
Ceacam15	7
Skp2	15
Gm12122	11
Gm12820	4
Gm12815	4
Mir218-2	11
Skint3	4
Gm8209	7
Ghdc	11
Gm5586	7
4930466K18Rik	10
Kctd13	7
Cep290	10
Mir7066	8
Gm25906	8
Rfxank	8
Gata5os	2
B230312C02Rik	2
Gm44735	7
Skint9	4
Ceacam9	7
Gm5582	6
Mir1a-1	2
Gm44182	6
Mir133a-2	2
Mrgprh	17
Mrps2	2
Cntn6	6
Pank3	11
Gm21984	7
Rab40c	17
Gm12819	4
Gm12821	4
Slc9a1	4
Ctsc	7
Gm15027	X
Gm14536	X
Rpsa-ps9	2
Rpl3-ps1	X
Srsf2	11
Tm9sf4	2
Llph-ps2	X
2010308F09Rik	X
1600029O15Rik	9
Gm16481	X
Ddx3x	X
Mfrp	9
Nr2c2ap	8
Mir103-1	11
Mief2	11
Gm18856	13
Gm8139	15
Crhbp	13
Ugt3a1	15
Asphd1	7
Borcs8	8
Mir5100	11
Gm12124	11
Gm23341	11
Fbll1	11
Cox7c-ps1	17
Gm44751	7
Rars	11
Gm16278	17
S100z	13
Ugt3a2	15
Gm25345	7
F2rl1	13
H2-Bl	17
Tpp1	7
Ophn1	X
Gm48730	13
Gm48731	13
F2r	13
Lmbrd2	15
Cyld	8
Tbce	13
Gm5261	1
2700078F05Rik	1
Gm38359	1
Gm37018	1
Tfap2d	1
Stat5b	11
Mir5122	4
Gm13257	4
Tent5b	4
Trnp1	4
Ttc21b	2
Gm37258	1
Gm5315	6
Gm10075	1
Gm23339	6
Gm19757	6
Pgap1	1
Gm4602	6
Skint2	4
Gm15631	6
Magohb	6
Naalad2	9
Gm15383	15
Gm15381	15
Gm12814	4
4933438A12Rik	15
Gm24099	4
Gm12817	4
Gm44958	6
Lrrk2	15
Styk1	6
Kdf1	4
Gm5380	X
Gm7129	X
Gm9434	X
Gm37177	1
Gm26000	X
Gm48017	13
Nyx	X
Nemp1	10
Iqgap2	13
Gm36955	1
Wwc1	11
Gm19637	1
Srp9	1
Gm14506	X
Yipf6	X
Mef2a	7
4930579F01Rik	3
Gm17968	1
Skint10	4
Vmn1r1	1
Mgat5	1
Ybx3	6
Nudc	4
Gm20530	17
Gm8815	17
0610031O16Rik	3
Gm14813	X
H2-T-ps	17
Stard8	X
Adh7	3
Gm7030	17
Gm19174	9
Tspyl3	2
Ubtfl1	9
Gm5612	9
Gm13618	2
Mbd3l2	9
Gm24666	5
Pla2g4b	2
Gm7332	5
BC023719	17
Gm12125	11
Gm15734	5
H2-T10	17
U2surp	9
Mfsd11	11
Pan3	5
Nr0b2	4
Gm16230	10
Gm37772	1
4930430F08Rik	10
Degs1	1
Gpatch3	4
Gm19684	17
Rnf13	3
Gm9574	17
Pnldc1	17
Gm15382	15
Gm5760	X
Efnb1	X
Smgc	15
Gm37510	1
Gm8451	1
Gm22362	6
Gm18688	6
Gm6619	6
Gm23370	1
1700047M11Rik	1
Skint6	4
5430401F13Rik	6
Gm23734	1
Gm38301	1
Gm14812	X
Gm16571	6
Gm14809	X
Hmgb1l	6
Gm14808	X
Gm43943	6
Tas2r130	6
Ralgps2	1
Pja1	X
Tas2r107	6
Tas2r106	6
Tas2r104	6
Gm48745	13
F2rl2	13
Gm44667	7
Gbgt1	2
Tas2r105	6
Gm44668	7
Gm47956	10
Ap2s1	7
Tas2r114	6
Gm50469	13
Gm43973	6
Gm43974	6
Fam184a	10
Gm32880	13
Prb3-ps	6
Gm24032	13
Gm43975	6
Gm14816	X
Pcna-ps1	X
Gm4736	6
Tmem28	X
Ggps1	13
Gm43976	6
Gm10499	17
Gm43978	6
Gm10134	2
Prb1	6
Eda	X
Plagl2	2
Gm49926	17
2410017I17Rik	17
Gm44687	6
Gm43979	6
Gm33926	7
Gm12823	4
Gm17782	17
Gm12816	4
Gm6659	17
Gm12818	4
Pde1c	6
Rab38	7
Mrpl18	17
Gpn2	4
Sptbn5	2
Tenm2	11
Gm15661	7
Rps13-ps2	7
Slco4a1	2
Slc30a6	17
Gm8183	7
Gm6240	7
Gm45144	7
Gm12813	4
Dchs1	7
Sfn	4
Sv2c	13
Zdhhc18	4
Gm47915	10
Gm12126	11
Myo1a	10
Slc1a5	7
Gm12127	11
Gm22127	11
Gm12128	11
Gm13213	4
Mgat5b	11
Ehd4	2
Gm29543	13
Kcnab2	4
Gm8712	13
Poc5	13
Gm17995	8
Gm17910	8
Rps6-ps2	8
Muc19	15
Gm45504	8
Mir8110	8
Sall1	8
Gm42883	5
Gm18979	15
Gm3888	15
Gm9568	15
Dgkq	5
Gm6625	8
Gm5356	8
Gsdmd	15
Gm15645	7
Gm26331	8
Gm9645	3
Gm24212	8
Gm17951	3
Tox3	8
Adh1	3
Fkrp	7
Pofut1	2
Mrpl17	7
Tfam	10
Gm45639	8
Mroh6	15
Gm45638	8
Gm16559	3
Gm35850	8
Pfn2	3
Gm35963	8
Gm14832	X
Gm12129	11
Gm14829	X
Gm11728	11
Gm19935	8
Gm14828	X
Mir676	X
Awat2	X
Naprt	15
Gm12130	11
Hnrnpk	13
Mef2b	8
Gm23520	11
Gm11731	11
Zfp558	9
Gm12131	11
Gm24192	11
Gvin-ps1	7
Gm12132	11
Gm45684	7
Ntsr1	2
Gm12133	11
Gm12134	11
2310022A10Rik	7
Gm42511	3
Snhg20	11
Gm40055	3
Gm8909	17
Gm18867	3
Gm42513	3
Gm28424	9
Gm5537	3
Gm32281	9
4921539H07Rik	3
Mcm10	2
3110004A20Rik	11
C1qtnf5	9
Lrrcc1	3
Gm12135	11
Gm12136	11
Otud6a	X
Gm12137	11
Mir6516	11
Cask	X
Top3a	11
Gm20478	17
Gm6623	17
Gm20495	17
Nlrc4	17
Eef1d	15
Paqr9	9
Mbd3l1	9
Clock	5
Gm4708	17
Yipf4	17
Gm16126	9
Gm28164	9
Gm20444	9
Gm25582	9
Usp4	9
Tac2	10
Gvin2	7
Gm31645	17
Tcp1	17
Gm20663	7
Gvin-ps2	7
Kif3b	2
Gm27228	7
Gvin-ps3	7
Gm27149	7
Gm8982	7
Ank1	8
Gvin1	7
Zbtb39	10
Gvin-ps4	7
Gpr182	10
Gm27150	7
Gvin-ps5	7
Gvin-ps6	7
Gm22372	7
Gvin-ps7	7
Ube2d1	10
2500004C02Rik	2
Gvin3	7
Olfr693	7
Mrgbp	2
Olfr694	7
Gm44857	7
Olfr695	7
Olfr696-ps1	7
Gm34376	10
Tmem135	7
Gm20609	10
Rdh1	10
Asxl1	2
Rpl19-ps2	10
Rdh16f1	10
Gm11730	11
Cisd1	10
Smcr8	11
Gm12138	11
Ube2n-ps1	5
Rdh9	10
Gm43658	5
Gm7467	5
Stat5a	11
Pdcl2	5
Rdh16	10
Ogfr	2
Rdh18-ps	10
4930432L08Rik	5
Nmu	5
Pigq	17
Man1a	10
Gm47327	9
Gm16127	9
Gm26737	9
Optn	2
Gm10687	9
Pcolce2	9
Gm42666	5
Gm16333	4
Gm42665	5
Pigv	4
Flt1	5
Itpa-ps2	9
Rps2-ps11	9
Gm37963	9
Gm44704	7
Muc16	9
Olfr697	7
Gm44995	7
Gm44996	7
Lrrc28	7
4930551O13Rik	2
Pla2g4e	2
Gm24546	9
1700102P08Rik	9
Skint5	4
Olfr24	9
Pml	9
Tigd5	15
Pycrl	15
Rdh19	10
1700007F19Rik	3
Gm47917	10
Gm26166	3
Gm43730	3
Gfus	15
Gm16998	10
Mat2b	11
Adh6a	3
Gm47967	10
Gm47968	10
Gm26177	10
Rdh16f2	10
Gm12825	4
Gm53026	4
Igbp1	X
Skint11	4
Gm47970	10
Gm25602	10
Gm31849	10
Gm46190	10
Gm20128	3
Rdh7	10
Gm17119	3
Ccdc3	2
Nras	3
Gm15741	4
Dgat2l6	X
Trabd2b	4
Gm13198	2
Gm23118	2
H2-T3	17
Gm13197	2
Gm13997	2
Pla2g4d	2
Gm28864	4
Gm12829	4
Gm23233	7
9130410C08Rik	4
Fzd4	7
Sdr9c7	10
Gpr34	X
Gm12830	4
Gm7271	5
Gm23230	4
Foxd2	4
Zfp623	15
Gm43156	5
Gm32983	7
Gm43155	5
Olfr698	7
Sec14l1	11
Nphp4	4
Pomp	5
Eif2s3x-ps1	15
Gm15905	10
Bbip1	19
Zfp707	15
Olfr828	9
Gm15900	10
Gm45100	7
Gm23996	10
AI314278	7
Iho1	9
Gpr82	X
Ipmk	10
Gm5381	X
Olfr699	7
Gm25552	X
Awat1	X
Olfr829	9
Prss23	7
Ccdc166	15
Gm35648	5
Mir6385	9
Gm25456	9
Olfr830	9
Idua	5
Olfr831-ps1	9
Nol4l	2
H2al1n	X
Mapk15	15
BC048562	9
Gm14867	X
Gm6175	X
Gm25202	X
Shoc2	19
Gm14505	X
Gm9435	X
P2ry4	X
Olfr832	9
Gm43062	3
Gm26130	17
Snora20	17
Olfr833-ps1	9
Gm4246	17
Ppp1r2-ps9	X
Adh6b	3
Olfr700	7
Gm20447	17
Olfr834	9
Gm14519	X
Gm45814	9
Gm14518	X
Nhlrc4	17
Gm14517	X
Olfr835	9
Gm25207	X
4930458B22Rik	7
Prpmp5	6
Gm23516	X
Drr1	X
Prss23os	7
Gm14520	X
Stoml1	9
Gm14516	X
Gm8835	17
Gm23467	3
Adh6-ps1	3
Cypt1	X
Fam83h	15
Gm44990	6
Gm45064	7
Gm44727	6
A930017K11Rik	17
Gm2546	7
Gm8882	6
A230065N10Rik	7
Tsc22d2	3
Gm5682	17
Gm44726	6
Gm20392	17
Gm44003	6
Gm22506	19
Csnk2a1-ps2	X
Gm5154	6
Gm50273	19
D630044L22Rik	17
Maoa	X
Gm45063	6
Gm27151	19
Gm18326	6
Nr1h2	7
Gm44070	6
Gm10074	17
Nsa2-ps1	19
Gm20545	17
Iqank1	15
Gm29402	17
4930484I04Rik	19
Gm24709	6
Gm22493	6
Gm18604	17
Gm47949	10
Prh1	6
Gm20391	17
Mir204	19
Gm4252	17
4930551I15Rik	10
Adra2a	19
Gm20546	17
Gm46233	10
Serp1	3
Gm6633	17
Olfr836	9
Gm47028	10
Acat3	17
C330002G04Rik	19
Gm34544	10
Prp2	6
E2f5	3
Gm50186	19
Olfr837	9
Gm14472	2
Gm4797	10
Gm50187	19
Scrib	15
4930404H24Rik	2
Gm50188	19
Olfr838-ps1	9
Gm19074	10
Lsm5	6
Gm47045	10
Loxl1	9
Gm50191	19
Camk1d	2
Gm4798	10
Gm6362	10
Gpam	19
Foxd2os	4
Arr3	X
Hmmr	11
Hsd17b6	10
Olfr839-ps1	9
Gm13172	4
Gm833	4
Olfr840-ps1	9
Foxe3	4
A630073D07Rik	6
Gm13173	4
Mcam	9
Gm13174	4
Adh4	3
Ajap1	4
Rpp21	17
Tas2r120	6
Tas2r121	6
Tas2r122	6
Gm5080	10
Tas2r115	6
Slc46a3	5
Gm10120	10
Gm25880	4
Gm13115	4
Gm22937	10
Gm44137	6
BC039966	4
1700049L16Rik	10
Tas2r124	6
Acat2	17
Gm47060	10
Gm44138	6
Tas2r102	6
Tbc1d32	10
Cmpk1	4
Tas2r136	6
Ampd1	3
Tas2r145-ps3	6
Avl9	6
Gm11745	11
Gm15721	5
Nudcd2	11
Slc26a1	5
Gm13216	2
Pla2g4f	2
Maob	X
Shmt1	11
Elapor2	5
Gm24045	4
Gm15946	17
A430005L14Rik	4
Tas2r117	6
Trim39	17
Gm43063	3
Tas2r111-ps2	6
Rbis	3
Gm44139	6
Tas2r123	6
Tas2r116	6
Gm44142	6
Olfr843	9
Tas2r110	6
Tas2r113	6
Olfr844	9
Kbtbd2	6
Trpc1	9
Arid1a	4
Tas2r142-ps5	6
Gm38151	3
Gm10209	6
Tas2r125	6
Pdzd11	X
Adh5	3
Commd7	2
Tas2r146-ps1	6
Tas2r129	6
Tas2r131	6
Gm31356	19
Gm44425	6
Fkbp9	6
Capn15	17
Gm34609	10
Tectb	19
Gm9923	10
Gm29794	10
Gm24984	10
Msl3l2	10
Tas2r109	6
Rps8-ps1	10
Gm44426	6
Gm18689	6
Dnmt3bos	2
Gm18690	6
Ndp	X
Gja1	10
Tas2r103	6
Tas2r140	6
Gm18691	6
Efhc2	X
Car13	3
Agbl2	2
Gm8921	6
Tas2r141-ps4	6
Smim10l1	6
Sez6l2	7
Gm45769	6
Gm7039	6
Gm5843	3
5530400C23Rik	6
1700017N19Rik	10
Eif2a	3
Mir6715	19
Gucy2g	19
Gm34149	6
Gm44239	6
Gm14514	X
Gm22294	X
Gm5885	6
Kif4	X
Olfr845	9
Gm44245	6
Gm12611	11
Gm34224	6
Gm12618	11
Gm34314	6
Ccng1	11
Gm44247	6
Gm44252	6
Klhdc8b	9
Gm6375	6
Gm5886	6
1700022N22Rik	17
H2-M10.2	17
Acsl5	19
Cntn4	6
H2-M10.1	17
Gm24446	11
Hmgb1-ps1	11
Platr13	11
Fundc1	X
H2-M10.3	17
Gm12140	11
Hspd1-ps3	11
Btf3-ps7	11
A230004M16Rik	11
Stk-ps1	17
Mir7227	4
Gm25270	4
H2-M10.5-ps1	17
Dffb	4
Olfr846	9
Dhrs7b	11
Lgals1-ps1	17
Tbc1d21	9
Rpl9-ps9	17
Obox3-ps8	17
H2-M10.4	17
6720482G16Rik	3
Gm20452	17
Metap1	3
Gm5073	X
Gm9436	X
Gm20451	17
Gm5755	X
Gm5123	X
Dusp21	X
Gm20454	17
Gm20453	17
Gdpd2	X
H2-M11	17
Gm12974	4
Gm12143	11
Cep104	4
Tmem11	11
Zdhhc6	19
1700072B07Rik	9
Gm8868	17
Gm7751	9
4930461G14Rik	9
Gm20450	17
Gm15733	5
Ccdc71	9
H2-M9	17
Mir879	5
Fgfrl1	5
Natd1	11
Gm37475	9
Insyn1	9
Pls1	9
Map2k3os	11
Rpl9-ps5	17
H2-M1	17
Gm43724	3
Gm8877	17
Gm43725	3
Septin9	11
Selenot	3
Gm20549	17
Grm3	5
Gm20523	17
Gm14866	X
Gm20525	17
Mir6952	15
Gm20526	17
Puf60	15
Gm14902	X
Gm42455	5
Gm23312	5
Gm35212	5
Olfr847	9
Wtap	17
Dlg3	X
Gm42832	5
Olfr701	7
Gm36595	10
Gm6586	5
Olfr848-ps1	9
Gm5715	5
Gm23048	9
Car1	3
1700065D16Rik	9
Gm47325	10
Gm10482	5
4930452L12Rik	10
Gm28685	5
Gm35722	10
Gm5152	5
Gm9118	10
Olfr849	9
Gm19233	10
Gm9795	10
Gm31831	5
Tfap2b	1
Olfr850	9
Lrrc47	4
Gm26278	10
Gm17091	5
Gm31931	10
Gm4959	5
Olfr851	9
Gm48053	10
Gm36827	10
Rnf212	5
Olfr852-ps1	9
Gm40652	10
Olfr853	9
Olfr702	7
Gm24285	10
Gm48055	10
Gm7001	10
Cd276	9
Gm9129	10
Gm16399	3
Erich6	3
Zwint	10
Cdiptos	7
Gm42828	5
1700047L14Rik	5
Gm42834	5
Gm10657	9
Gm42833	5
Gm6455	5
Gm8234	3
Olfr854	9
AU022133	3
Olfr703	7
Gm3321	5
Olfr855	9
Car3	3
Stil	4
Tmed11	5
Olfr704	7
Gm45730	9
Rec8	14
Lamb2	9
Napsa	7
Gm43358	5
Gm28340	1
Siah2	3
Gm28341	1
Exoc1	5
Gm4849	1
Gm48952	15
Gm38382	1
Mir7-1	13
Gm28693	1
4930593A02Rik	3
Nrbp2	15
Ankdd1b	13
Fbxo28	1
A930028O11Rik	3
Dennd2c	3
Prim1	10
Gm46443	14
5430425E15Rik	14
Gm29626	14
4930519K11Rik	14
Gm16045	11
Gm11729	11
Gm31392	14
Gm4271	17
Gm6158	14
Map2k3	11
Gm52992	14
Gm15396	7
Mir7210	14
Gm52991	14
Gm5706	1
Me3	7
Gm20401	17
Ipo4	14
Gm8878	17
Gm10517	1
H2-M10.5	17
Angptl1	1
Col9a3	2
Zfp317	9
H2-M10.6	17
Sod2	17
Gm37802	1
Olfr856-ps1	9
