mouse_gene_symbol	mouse_chromosome	human_gene_symbol	human_chromosome
Cc2d2a	5	CC2D2A	4
Mat2b	11	MAT2B	5
Ighv6-3	12	IGHV3-72	14
Ighv6-3	12	IGHV3-73	14
Supv3l1	10	SUPV3L1	10
Mir133b	1	MIR133B	6
Flrt2	12	FLRT2	14
Ptdss1	13	PTDSS1	8
Satb2	1	SATB2	2
Olfr351	2	OR1N1	9
Otud6b	4	OTUD6B	8
Trbv29	6	TRBV28	7
Spindoc	19	SPINDOC	11
Shld2	14	SHLD2	10
Ythdc1	5	YTHDC1	4
Kiss1r	10	KISS1R	19
Gm23996	10	SNORA70C	9
Gm23996	10		12
Gm23996	10	SNORA70G	12
Gm23996	10		8
Gm23996	10		17
Gm23996	10		19
Gm23996	10	SNORA70E	11
Fen1	19	FEN1	11
	8	RN7SKP78	10
	8	RN7SKP108	14
Gm21294	Y	SYCP3	12
Ltv1	10		6
Ltv1	10	LTV1	6
Cnbd2	2	CNBD2	20
Gm23265	7	SNORD116-5	15
Gm23265	7	SNORD116-1	15
Gm23265	7	SNORD116-3	15
Sec23a	12	SEC23A	14
Nup107	10	NUP107	12
Insyn2b	11	INSYN2B	5
Cox6a2	7	COX6A2	16
Ctso	3	CTSO	4
Sult2a5	7	SULT2A1	19
Olfr406	11	OR1P1	17
Gm24711	7	SNORD116-5	15
Gm24711	7	SNORD116-1	15
Gm24711	7	SNORD116-3	15
Crygb	1	CRYGB	2
Epm2aip1	9	EPM2AIP1	3
Atg4c	4	ATG4C	1
Rhog	7	RHOG	11
Tango6	8	TANGO6	16
Tmem51	4	TMEM51	1
Mrs2	13	MRS2	6
Tmem147	7	TMEM147	19
Ighv10-1	12	IGHV3-72	14
Ighv10-1	12	IGHV3-73	14
Tmem29	X	FAM156A	X
Tmem29	X	FAM156B	X
Nr2f1	13	NR2F1	5
Eid2	7	EID2	19
Allc	12	ALLC	2
Bsx	9	BSX	11
Gucy1a1	3	GUCY1A1	4
Cpsf3	12	CPSF3	2
Thoc6	17	THOC6	16
Lxn	3	LXN	3
Ntn3	17	NTN3	16
Dnlz	2	DNLZ	9
Usp38	8	USP38	4
Krt5	15	KRT5	12
Tmem143	7	TMEM143	19
Fdft1	14	FDFT1	8
Snord15b	7	SNORD15B	11
Klk1b3	7	KLK2	19
Klk1b3	7	KLK1	19
Mirlet7c-2	15	MIRLET7A3	22
Cldn34b2	X	CLDN34	X
Acat1	9	ACAT1	11
Fam172a	13	FAM172A	5
Serpina6	12	SERPINA6	14
Avpr2	X	AVPR2	X
Gm26164	8	RNU6-672P	11
Gm25411	1	RNU1-33P	6
Prpf4	4	PRPF4	9
Pramel24	4	PRAMEF18	1
Pramel24	4	PRAMEF2	1
Pramel24	4	PRAMEF4	1
Pramel24	4	PRAMEF13	1
Pramel24	4	PRAMEF10	1
Pramel24	4	PRAMEF11	1
Pramel24	4	PRAMEF1	1
Pramel24	4	PRAMEF6	1
Pramel24	4	PRAMEF5	1
Pramel24	4	PRAMEF33	1
Pramel24	4	PRAMEF7	1
Pramel24	4	PRAMEF8	1
Gm7579	7	KRTAP5-6	11
Insc	7	INSC	11
Dpysl3	18	DPYSL3	5
Sh3d19	3	SH3D19	4
Metap1d	2	METAP1D	2
Usp28	9	USP28	11
Gpr21	2	GPR21	9
Gm35134	Y	SYCP3	12
Cand1	10	CAND1	12
Emc8	8	EMC8	16
Tfdp1	8	TFDP1	13
Cln5	14	CLN5	13
Cln5	14		13
Enox1	14	ENOX1	13
Spata31d1c	13	SPATA31D4	9
Spata31d1c	13	SPATA31D3	9
Mbl2	19	MBL2	10
H2-Ob	17	HLA-DOB	6
Ube2v2	16	UBE2V2	8
Pax1	2	PAX1	20
Atp1b3	9	ATP1B3	3
Tbc1d13	2	TBC1D13	9
Trav13-1	14	TRAV22	14
Zswim6	13	ZSWIM6	5
Il18bp	7	IL18BP	11
Ear6	14	RNASE3	14
Rrbp1	2	RRBP1	20
Akr1b8	6	AKR1B10	7
Mlkl	8	MLKL	16
Mmaa	8	MMAA	4
H2-DMb2	17	HLA-DMB	6
H2-DMb2	17		6
Timm23	14	TIMM23	10
Gm26131	X	RNU6-784P	4
Gm26131	X	RNU6-1243P	11
Mettl17	14	METTL17	14
Pde6c	19	PDE6C	10
Gtpbp3	8	GTPBP3	19
Usf2	7	USF2	19
Fgd5	6	FGD5	3
Gm20792	Y	SYCP3	12
Ucp1	8	UCP1	4
Alkbh4	5	ALKBH4	7
Zdhhc4	5	ZDHHC4	7
Gm21812	Y	SPIN2A	X
Casp14	10	CASP14	19
Ociad1	5	OCIAD1	4
P2rx6	16	P2RX6	22
Fibp	19	FIBP	11
Eif4a3	11	EIF4A3	17
Il27	7	IL27	16
Ms4a14	19	MS4A14	11
Rictor	15	RICTOR	5
Fbp1	13	FBP1	9
Gm21861	Y	SYCP3	12
Ptgr1	4	PTGR1	9
Tmem253	14	TMEM253	14
Spata6	4	SPATA6	1
Mir326	7	MIR326	11
Olfr749	14	OR11H4	14
Myoz1	14	MYOZ1	10
Bbc3	7	BBC3	19
Slc1a2	2	SLC1A2	11
Cenph	13	CENPH	5
Spsb1	4	SPSB1	1
Senp3	11	SENP3	17
Senp3	11	SENP3-EIF4A1	17
Cd200	16	CD200	3
Braf	6	BRAF	7
Colec10	15	COLEC10	8
Tnks1bp1	2	TNKS1BP1	11
Fbxo10	4	FBXO10	9
Ms4a4d	19	MS4A4A	11
Rnf5	17	RNF5	6
Gm49630	17	UNC93A	6
Wnt7a	6	WNT7A	3
Spin2g	X	SPIN2A	X
Gm26449	12	RNU6-29P	X
Chp1	2	CHP1	15
Clip2	5	CLIP2	7
C3	17	C3	19
Gm49368	7	ITGAM	16
Noa1	5	NOA1	4
Rdh10	1	RDH10	8
Mrgprd	7	MRGPRD	11
Zmat1	X	ZMAT1	X
Cbx3	6	CBX3	7
Gm24518	7	SNORD116-5	15
Gm24518	7	SNORD116-1	15
Gm24518	7	SNORD116-3	15
Mrps23	11	MRPS23	17
Cav1	6	CAV1	7
Cldn3	5	CLDN3	7
Sirt5	13	SIRT5	6
Lpar5	6	LPAR5	12
Sumf2	5	SUMF2	7
9030025P20Rik	17	ERMARD	6
Trim6	7	TRIM6	11
Ywhag	5	YWHAG	7
Timd4	11	TIMD4	5
Trav15d-1-dv6d-1	14	TRDV1	14
Ctdspl	9	CTDSPL	3
Disp3	4	DISP3	1
Crhr1	11	LINC02210-CRHR1	17
B4galt4	16	B4GALT4	3
Cd80	16	CD80	3
Ighv1-9	12	IGHV1-45	14
Ighv1-9	12	IGHV1-46	14
Ighv1-9	12	IGHV1-58	14
Ighv1-9	12	IGHV1-3	14
Ighv1-9	12	IGHV1-69	14
Ighv1-9	12	IGHV1-69-2	14
Ighv1-9	12	IGHV1-69D	14
Gm24453	19	SNORD28B	6
Gm24453	19	SNORD28	11
Ap5b1	19	AP5B1	11
Fbxo31	8	FBXO31	16
Cd300ld3	11	CD300LF	17
Fgf2	3	FGF2	4
Exosc6	8	EXOSC6	16
Trappc2l	8	TRAPPC2L	16
Fitm1	14	FITM1	14
Mgst2	3	MGST2	4
Rftn1	17	RFTN1	3
Crabp1	9	CRABP1	15
Rdx	9	RDX	11
Lcn12	2	LCN12	9
Pex16	2	PEX16	11
Cd200r4	16	CD200R1	3
Zfhx4	3	ZFHX4	8
Nbr1	11	NBR1	17
Csrnp1	9	CSRNP1	3
Sun2	15	SUN2	22
Olfr175	16	OR5K3	3
Simc1	13	SIMC1	5
Tmem109	19	TMEM109	11
Ffar4	19	FFAR4	10
Csf3	11	CSF3	17
Ube3a	7	UBE3A	15
Gm23315	2		7
Fbxl12	9	FBXL12	19
Hecw2	1	HECW2	2
Gm20390	11	NME1-NME2	17
Slc7a13	4	SLC7A13	8
	8	RNA5SP343	11
Csnk1g3	18	CSNK1G3	5
Ugdh	5	UGDH	4
Kctd6	14	KCTD6	3
Gm8909	17	HLA-E	6
Gm20877	Y	SPIN2A	X
Otud5	X	OTUD5	X
Mycbpap	11	MYCBPAP	17
Prc1	7	PRC1	15
Gtpbp2	17	GTPBP2	6
Akirin2	4	AKIRIN2	6
B3gat1	9	B3GAT1	11
Cercam	2	CERCAM	9
Nedd1	10	NEDD1	12
Brix1	15	BRIX1	5
Atxn2	5	ATXN2	12
Kynu	2	KYNU	2
Aldob	4	ALDOB	9
Atg12	18	ATG12	5
Meis1	11	MEIS1	2
Ifna13	4	IFNA5	9
Ifna13	4	IFNA21	9
Gmfg	7	GMFG	19
Rgs20	1	RGS20	8
Emp3	7	EMP3	19
Dpep3	8	DPEP3	16
Mrpl40	16	MRPL40	22
Zfp523	17	ZNF76	6
Oxct2b	4	OXCT2	1
Gm22747	7	RNU6-611P	19
Krt71	15	KRT71	12
Wdyhv1	15	NTAQ1	8
Ormdl2	10	ORMDL2	12
Hapln4	8	HAPLN4	19
Zfp82	7	ZFP82	19
Hddc3	7	HDDC3	15
Pikfyve	1	PIKFYVE	2
Armcx5	X	ARMCX5	X
Snora30	7	SNORA30	16
Ssxb6	X	SSX4B	X
Ssxb6	X	SSX2	X
Lpar1	4	LPAR1	9
Pkp3	7	PKP3	11
Olfr1423	19	OR4D11	11
Gm5926	X	SPIN2A	X
Fam205a4	4	FAM205A	9
Vps35	8	VPS35	16
Pgam1	19	PGAM4	X
Trav3-4	14	TRAV5	14
Gm29564	Y	SYCP3	12
Nubp2	17	NUBP2	16
Arhgef1	7	ARHGEF1	19
Mrpl52	14	MRPL52	14
Fam193b	13	FAM193B	5
Gk	X	GK	X
Olfr63	17	OR10H4	19
Mrps30	13	MRPS30	5
Hmmr	11	HMMR	5
Psmd14	2	PSMD14	2
Olfr734	14	OR4M1	14
Psca	15	PSCA	8
Idi1	13	IDI1	10
Gpr20	15	GPR20	8
Gm9844	7	TMSB10	2
Dnah7c	1	DNAH7	2
Trav9n-4	14	TRAV8-1	14
Trav9n-4	14	TRAV8-3	14
Gli1	10	GLI1	12
Ckap2l	2	CKAP2L	2
Mss51	14	MSS51	10
Gm13306	4	CCL27	9
Olfr504	7	OR56B1	11
Marf1	16	MARF1	16
Gm25597	7	SNORD116-5	15
Gm25597	7	SNORD116-1	15
Gm25597	7	SNORD116-3	15
Ears2	7	EARS2	16
Snd1	6	SND1	7
Lix1	17	LIX1	5
Tmc1	19	TMC1	9
Pramel22	4	PRAMEF18	1
Pramel22	4	PRAMEF2	1
Pramel22	4	PRAMEF4	1
Pramel22	4	PRAMEF13	1
Pramel22	4	PRAMEF10	1
Pramel22	4	PRAMEF11	1
Pramel22	4	PRAMEF1	1
Pramel22	4	PRAMEF6	1
Pramel22	4	PRAMEF5	1
Pramel22	4	PRAMEF33	1
Pramel22	4	PRAMEF7	1
Pramel22	4	PRAMEF8	1
Efhb	17	EFHB	3
Nr2f2	7	NR2F2	15
Krt72	15	KRT72	12
Gm26270	7	SNORD116-5	15
Gm26270	7	SNORD116-1	15
Gm26270	7	SNORD116-3	15
Gm45337	7	KRTAP5-6	11
Fancg	4	FANCG	9
Cela2a	4	CELA2A	1
Cela2a	4	CELA2B	1
Ifit1bl2	19	IFIT1B	10
Shisal2a	4	SHISAL2A	1
Trav15n-1	14	TRDV1	14
Bdkrb2	12	BDKRB2	14
Psg18	7	CEACAM21	19
Gm23796	3	RNU1-88P	6
Abitram	4	ABITRAM	9
Noct	3	NOCT	4
Shoc1	4	SHOC1	9
Mmp1b	9	MMP1	11
Npffr1	10	NPFFR1	10
Klhl3	13	KLHL3	5
Mir204	19	MIR204	9
Idh3g	X	IDH3G	X
Lpo	11	LPO	17
Psg20	7	CEACAM21	19
Ly6g6c	17	LY6G6C	6
Gm22078	3	RNU6-306P	10
Gm22078	3	RNU6-1192P	17
Strn	17	STRN	2
Pclaf	9	PCLAF	15
Reg3a	6	REG1B	2
Wfdc8	2	WFDC8	20
Fdxacb1	9	FDXACB1	11
Smn1	13	SMN2	5
	6	RNU1-14P	7
Gal3st3	19	GAL3ST3	11
Nim1k	13	NIM1K	5
Stt3a	9	STT3A	11
Cga	4	CGA	6
Gm26076	3	RNU6-1060P	6
Gm26076	3	RNU6-112P	4
Mir124a-2	3	MIR124-2	8
Ifit3	19	IFIT3	10
Amdhd1	10	AMDHD1	12
Nxph3	11	NXPH3	17
Slc43a3	2	SLC43A3	11
Ctcfl	2	CTCFL	20
Acad10	5	ACAD10	12
Gm23047	7	SNORD116-5	15
Gm23047	7	SNORD116-1	15
Gm23047	7	SNORD116-3	15
Pramel23	4	PRAMEF18	1
Pramel23	4	PRAMEF2	1
Pramel23	4	PRAMEF4	1
Pramel23	4	PRAMEF13	1
Pramel23	4	PRAMEF10	1
Pramel23	4	PRAMEF11	1
Pramel23	4	PRAMEF1	1
Pramel23	4	PRAMEF6	1
Pramel23	4	PRAMEF5	1
Pramel23	4	PRAMEF33	1
Pramel23	4	PRAMEF7	1
Pramel23	4	PRAMEF8	1
Polr2l	7	POLR2L	11
Trav8d-2	14	TRAV17	14
Oxct1	15	OXCT1	5
Phox2a	7	PHOX2A	11
Trmt10b	4	TRMT10B	9
Rab18	18	RAB18	10
Pdzd2	15	PDZD2	5
Bud23	5	BUD23	7
Olfr1303	2	OR4F3	5
Pgam2	11	PGAM2	7
Ccdc136	6	CCDC136	7
Trpv5	6	TRPV5	7
Wfdc1	8	WFDC1	16
Mpig6b	17	MPIG6B	6
Lypd1	1	LYPD1	2
Slc13a1	6	SLC13A1	7
Slc2a5	4	SLC2A5	1
Chrnb3	8	CHRNB3	8
Fxn	19	FXN	9
Trav14n-3	14	TRAV23DV6	14
Scaf11	15	SCAF11	12
Sult2a7	7	SULT2A1	19
Cyp2a5	7	CYP2A6	19
Cyp2a5	7	CYP2A13	19
Gm24609	7	SNORD116-5	15
Gm24609	7	SNORD116-1	15
Gm24609	7	SNORD116-3	15
Myoz2	3	MYOZ2	4
Neil1	9	NEIL1	15
Mag	7	MAG	19
Nphp4	4	NPHP4	1
Hivep3	4	HIVEP3	1
Aqp9	9	AQP9	15
Sfxn5	6	SFXN5	2
Il10ra	9	IL10RA	11
Pde1b	15	PDE1B	12
Ddo	10	DDO	6
Zfp346	13	ZNF346	5
Guf1	5	GUF1	4
Dll3	7	DLL3	19
Gm24165	2		17
Ckm	7	CKM	19
Gm22047	7	SNORD116-5	15
Gm22047	7	SNORD116-1	15
Gm22047	7	SNORD116-3	15
Klf14	6	KLF14	7
Trav7-4	14	TRAV12-1	14
Trav7-4	14	TRAV12-2	14
Trav7-4	14	TRAV12-3	14
Pde7a	3	PDE7A	8
Olfr994	2	OR5AK3P	11
Noc3l	19	NOC3L	10
Cebpe	14	CEBPE	14
Stag1	9	STAG1	3
Sestd1	2	SESTD1	2
Fem1a	17	FEM1A	19
Gm13420	2	PRRT1B	9
BC004004	17	C6orf89	6
Rpgrip1	14	RPGRIP1	14
Mpc1	17	MPC1	6
Gm25289	18	RNU4-37P	8
1700012P22Rik	4	C1orf158	1
Cx3cl1	8	CX3CL1	16
Hyal4	6	HYAL4	7
Sema4g	19	SEMA4G	10
Kcns2	15	KCNS2	8
Pla2g7	17	PLA2G7	6
Kctd17	15	KCTD17	22
Lypla1	1	LYPLA1	8
Rtl8b	X	RTL8C	X
Pank3	11	PANK3	5
Pdx1	5	PDX1	13
Il6	5	IL6	7
Kndc1	7	KNDC1	10
Adam17	12	ADAM17	2
Pygm	19	PYGM	11
Tnfrsf18	4	TNFRSF18	1
Gm20869	Y	SYCP3	12
Zbtb1	12	ZBTB1	14
Gm45623	13	SMIM32	5
Znrf1	8	ZNRF1	16
Apob	12	APOB	2
Apol7c	15	APOL3	22
Apol7c	15	APOL4	22
Apol7c	15	APOL2	22
Apol7c	15	APOL1	22
Ppwd1	13	PPWD1	5
Psmg4	13	PSMG4	6
Klhl31	9	KLHL31	6
Foxd3	4	FOXD3	1
Tdrd9	12	TDRD9	14
Hspa1a	17	HSPA1A	6
Hspa1a	17	HSPA1B	6
Tmem212	3	TMEM212	3
Srl	16	SRL	16
Aasdh	5	AASDH	4
Dnajb6	5	DNAJB6	7
Kat7	11	KAT7	17
Lhcgr	17	LHCGR	2
Lhcgr	17		2
Tes3-ps	13	DCUN1D1	3
Polr2c	8	POLR2C	16
Iyd	10	IYD	6
Mmp16	4	MMP16	8
Arsk	13	ARSK	5
Zfp260	7	ZNF260	19
Lamb1	12	LAMB1	7
Gm50388	19	B4GAT1	11
Vwa3b	1	VWA3B	2
Olfr350	2	OR1J4	9
Glt1d1	5	GLT1D1	12
Iqck	7	IQCK	16
Gm21119	8	POTEA	8
Snapc1l	12	SNAPC1	14
Mrgprb3	7	MRGPRX4	11
Ighv10-3	12	IGHV3-72	14
Ighv10-3	12	IGHV3-73	14
Dennd6a	14	DENND6A	3
Slc12a5	2	SLC12A5	20
Vpreb1	16	VPREB1	22
Zmynd8	2	ZMYND8	20
Olfr1039	2	OR5AL1	11
Nampt	12	NAMPT	7
Maf1	15	MAF1	8
Kctd21	7	KCTD21	11
Plpp1	13	PLPP1	5
H2-Q6	17	HLA-E	6
Coq5	5	COQ5	12
Syn2	6	SYN2	3
Pnoc	14	PNOC	8
Mrgprb8	7	MRGPRX4	11
Pnldc1	17	PNLDC1	6
Nol4l	2	NOL4L	20
Gstz1	12	GSTZ1	14
Dolk	2	DOLK	9
Nit2	16	NIT2	3
Rbm41	X	RBM41	X
Tmem252	19	TMEM252	9
Fads3	19	FADS3	11
Gm23302	14	RNU6-820P	9
Vwa8	14	VWA8	13
Nlrp2	7	NLRP2	19
Sat1	X	SAT1	X
Kitl	10	KITLG	12
Twist2	1	TWIST2	2
Ighv1-72	12	IGHV1-45	14
Ighv1-72	12	IGHV1-46	14
Ighv1-72	12	IGHV1-58	14
Ighv1-72	12	IGHV1-3	14
Ighv1-72	12	IGHV1-69	14
Ighv1-72	12	IGHV1-69-2	14
Ighv1-72	12	IGHV1-69D	14
Rab6a	7	RAB6A	11
Dynlt1a	17	DYNLT1	6
Aadacl2	3	AADACL2	3
Ttc9c	19	TTC9C	11
Ear1	14	RNASE3	14
Kansl1l	1	KANSL1L	2
Ptch1	13	PTCH1	9
Phf19	2	PHF19	9
Clic5	17	CLIC5	6
Fgfbp1	5	FGFBP1	4
Aplf	6	APLF	2
Opn1sw	6	OPN1SW	7
	4	RNU6-277P	11
Gm24536	6	RNU6-990P	17
Fyn	10	FYN	6
Fbxo9	9	FBXO9	6
Zfp790	7	ZNF420	19
Elk3	10	ELK3	12
ccdc198	14	CCDC198	14
Cldn12	5	CLDN12	7
Ttc12	9	TTC12	11
Igsf23	7	IGSF23	19
Casp3	8	CASP3	4
Cd37	7	CD37	19
Gm13694	2	CWC22	2
Tomm20l	12	TOMM20L	14
Caln1	5	CALN1	7
Sap30l	11	SAP30L	5
Cep70	9	CEP70	3
Synpo2l	14	SYNPO2L	10
Helq	5	HELQ	4
Nek3	8	NEK3	13
Stau2	1	STAU2	8
Chchd1	14	CHCHD1	10
Fkbp2	19		11
Zfp786	6	ZNF786	7
Manf	9	MANF	3
Zmynd12	4	ZMYND12	1
Batf2	19	BATF2	11
Ccn3	15	CCN3	8
Rab5c	11	RAB5C	17
Spz1	13	SPZ1	5
Krt84	15	KRT84	12
Sil1	18	SIL1	5
Cfdp1	8	CFDP1	16
Cited2	10	CITED2	6
Stox2	8	STOX2	4
Hrc	7	HRC	19
Nox3	17	NOX3	6
Tmem201	4	TMEM201	1
Pard3	8	PARD3	10
Mrpl33	5	MRPL33	2
Rasgrp4	7	RASGRP4	19
Cxcr4	1	CXCR4	2
Vac14	8	VAC14	16
Sim1	10	SIM1	6
Trav2	14	TRAV4	14
Gm23470	14	RNU1-29P	7
Cux2	5	CUX2	12
Trappc14	5	TRAPPC14	7
Trappc2	X	TRAPPC2	X
Trappc2	X	TRAPPC2B	19
Prm3	16	PRM3	16
Vars2	17	VARS2	6
Nckap1	2	NCKAP1	2
Tas2r138	6	TAS2R38	7
Rpl27	11	RPL27	17
Gm24452	19	SNORD27	11
	11	RN7SKP135	8
Lactb2	1	LACTB2	8
Rps16	7	RPS16	19
Fis1	5	FIS1	7
Hnrnpl	7		19
H2-M3	17	HLA-E	6
Actr5	2	ACTR5	20
Cldn34b1	X	CLDN34	X
Esrra	19	ESRRA	11
Snord116l14	7	SNORD116-5	15
Snord116l14	7	SNORD116-1	15
Snord116l14	7	SNORD116-3	15
Atp6v1fnb	6	ATP6V1FNB	7
Hoxc6	15	HOXC6	12
Klb	5	KLB	4
Wdr61	9	WDR61	15
Snord67	2	SNORD67	11
Cpa2	6	CPA2	7
Gars	6	GARS1	7
Prex2	1	PREX2	8
Xirp1	9	XIRP1	3
Gm21425	Y	SPIN2A	X
Arf3	15	ARF3	12
Prss3	6	PRSS3	9
Ch25h	19	CH25H	10
Zkscan14	5	ZNF394	7
Gm24134	2	SNORD36A	9
Tox4	14	TOX4	14
Calm4	13	CALML5	10
Osbpl5	7	OSBPL5	11
Gm21778	Y	SPIN2A	X
Nid2	14	NID2	14
Gm26306	9		7
Snord8	14	SNORD8	14
Vsig2	9	VSIG2	11
Tmem268	4	TMEM268	9
Gm21292	Y	SPIN2A	X
Rsph9	17	RSPH9	6
Prpf18	2	PRPF18	10
Prpf18	2		10
Morn1	4	MORN1	1
Tspan32	7	TSPAN32	11
Synj2bp	12	SYNJ2BP	14
Gcc1	6	GCC1	7
Rdh12	12	RDH12	14
Gimd1	3	GIMD1	4
Ndufb11	X	NDUFB11	X
Tubgcp4	2	TUBGCP4	15
Pals2	6	PALS2	7
Trpm7	2	TRPM7	15
Gm13695	2	CWC22	2
Nutm2	13	NUTM2G	9
Nutm2	13	NUTM2D	10
Nutm2	13	NUTM2F	9
Terb1	8	TERB1	16
Ddit3	10		12
Olfr650-ps1	7	OR52B6	11
Slc35b1	11	SLC35B1	17
Ier3	17	IER3	6
Gm23025	3	RNU6-531P	4
Snx18	13	SNX18	5
	18	RN7SKP125	9
Inpp1	1	INPP1	2
	14	RNA5SP527	4
Nprl3	11	NPRL3	16
Hmgb2	8	HMGB2	4
Gm14569	X	KIAA1210	X
Tmem171	13	TMEM171	5
Trav6d-7	14	TRAV9-2	14
Trpv6	6	TRPV6	7
Trappc11	8	TRAPPC11	4
Pbx2	17	PBX2	6
Rag2	2	RAG2	11
Gm24837	4	SNORD121A	9
Csf2	11	CSF2	5
Zfp85	13	ZNF195	11
Pctp	11	PCTP	17
Mre11a	9	MRE11	11
Zfp511	7	ZNF511	10
Zmynd11	13	ZMYND11	10
Med28	5	MED28	4
Gm27029	11	AARSD1	17
Gm27029	11	PTGES3L-AARSD1	17
Gm23080	16	RNU6-194P	6
Klk1b16	7	KLK2	19
Klk1b16	7	KLK1	19
1110059G10Rik	9	KIAA1143	3
Auts2	5	AUTS2	7
Pramel32	4	PRAMEF18	1
Pramel32	4	PRAMEF2	1
Pramel32	4	PRAMEF4	1
Pramel32	4	PRAMEF13	1
Pramel32	4	PRAMEF10	1
Pramel32	4	PRAMEF11	1
Pramel32	4	PRAMEF1	1
Pramel32	4	PRAMEF6	1
Pramel32	4	PRAMEF5	1
Pramel32	4	PRAMEF33	1
Pramel32	4	PRAMEF7	1
Pramel32	4	PRAMEF8	1
Eif5a	11	EIF5AL1	10
Galnt11	5	GALNT11	7
Sae1	7	SAE1	19
Mir346	14	MIR346	10
Cplx2	13	CPLX2	5
	X	TEX13D	X
Snord116l8	7	SNORD116-5	15
Snord116l8	7	SNORD116-1	15
Snord116l8	7	SNORD116-3	15
Eif4a1	11	EIF4A1	17
Rasl12	9	RASL12	15
Hesx1	14	HESX1	3
Pglyrp2	17	PGLYRP2	19
Gabrr3	16	GABRR3	3
Ighv1-26	12	IGHV1-45	14
Ighv1-26	12	IGHV1-46	14
Ighv1-26	12	IGHV1-58	14
Ighv1-26	12	IGHV1-3	14
Ighv1-26	12	IGHV1-69	14
Ighv1-26	12	IGHV1-69-2	14
Ighv1-26	12	IGHV1-69D	14
Spcs1	14	SPCS1	3
Top2a	11	TOP2A	17
Inpp5e	2	INPP5E	9
Galnt9	5	GALNT9	12
Reln	5	RELN	7
Ccdc59	10	CCDC59	12
Crisp3	17	CRISP3	6
Sftpd	14	SFTPD	10
Rabggta	14	RABGGTA	14
Cmc2	8		16
Rpl22l1	3	RPL22L1	3
Bbs10	10	BBS10	12
Tbr1	2	TBR1	2
Cdkn2c	4	CDKN2C	1
Naf1	8	NAF1	4
Fam186a	15	FAM186A	12
Igf1	10	IGF1	12
Lmf2	15	LMF2	22
Adgrv1	13	ADGRV1	5
Gm22193	8	SNORD111B	16
	9	RN7SKP297	11
Gm25253	1	RNU6-118P	11
Cd177	7	CD177	19
Ap3m1	14	AP3M1	10
Spdl1	11	SPDL1	5
Chsy1	7	CHSY1	15
Acsl4	X	ACSL4	X
Nfkb1	3	NFKB1	4
Adamts12	15	ADAMTS12	5
Sfr1	19	SFR1	10
Serpinb9f	13	SERPINB9	6
Ptgir	7	PTGIR	19
Cpt1b	15	CPT1B	22
Tssk1	16	TSSK1B	5
Gm22263	16	RNU6-194P	6
Hspa2	12	HSPA2	14
Rspo1	4	RSPO1	1
Trbv30	6	TRBV29-1	7
Trpc3	3	TRPC3	4
Lef1	3	LEF1	4
Nwd2	5	NWD2	4
Gm25294	1	RNU6-553P	4
Galns	8	GALNS	16
Gm22977	16	RNU6-895P	8
Gm28510	Y	SYCP3	12
Pds5b	5	PDS5B	13
Gm10487	X	SYCP3	12
Rnf216	5	RNF216	7
Pnma2	14	PNMA2	8
Klf9	19	KLF9	9
Iqcm	8	IQCM	4
Pdia5	16	PDIA5	3
Adm	7	ADM	11
Zmym2	14	ZMYM2	13
Zbtb6	2	ZBTB6	9
Vax2	6	VAX2	2
Gm24924	18	RNU1-136P	6
Cracdl	1	CRACDL	2
Ddx18	1	DDX18	2
Sparcl1	5	SPARCL1	4
Gm25450	7	RNU6-842P	8
Gm25483	13		6
Spop	11	SPOP	17
Ighm	12	IGHM	14
Ighv8-12	12	IGHV2OR16-5	16
Ighv8-12	12	IGHV2-5	14
Ighv8-12	12	IGHV2-70D	14
Ighv8-12	12	IGHV2-70	14
Ntn4	10	NTN4	12
Rad51c	11	RAD51C	17
Pla2g15	8	PLA2G15	16
D430041D05Rik	2	KIAA1549L	11
Gm24240	17		17
Fut11	14	FUT11	10
Sbspon	1	SBSPON	8
Fcsk	8	FCSK	16
Lrp2bp	8	LRP2BP	4
Slc6a1	6	SLC6A1	3
Csrp2	10	CSRP2	12
Nfkbil1	17	NFKBIL1	6
Sft2d1	17	SFT2D1	6
Zfpm1	8	ZFPM1	16
Ctsw	19	CTSW	11
Usb1	8	USB1	16
Ube3c	5	UBE3C	7
Ighv1-7	12	IGHV1-45	14
Ighv1-7	12	IGHV1-46	14
Ighv1-7	12	IGHV1-58	14
Ighv1-7	12	IGHV1-3	14
Ighv1-7	12	IGHV1-69	14
Ighv1-7	12	IGHV1-69-2	14
Ighv1-7	12	IGHV1-69D	14
Olfr623	7	OR51B6	11
Ptprd	4	PTPRD	9
	6	RN7SKP172	12
Gm45928	19	POLD4	11
Gm45928	19		11
4921524J17Rik	8	C16orf87	16
Rnf214	9	RNF214	11
Prkch	12	PRKCH	14
Tsc22d4	5	TSC22D4	7
Wdr38	2	WDR38	9
Gm25814	1	RNU6-1088P	12
Gm25045	9	RNU6-781P	12
Epb41l4a	18	EPB41L4A	5
Magea6	X	MAGEA10	X
Rad50	11	RAD50	5
Rad50	11		5
Gm20931	Y	SYCP3	12
Tmem236	2	TMEM236	10
Mrps34	17	MRPS34	16
Tmtc3	10	TMTC3	12
Celf6	9		15
Celf6	9	CELF6	15
B3gnt6	7	B3GNT6	11
Ccser1	6	CCSER1	4
Cenpn	8	CENPN	16
Zfp7	15	ZNF7	8
Zfp943	17	ZNF34	8
Cacng3	7	CACNG3	16
Gcn1	5	GCN1	12
