mouse_gene_symbol	mouse_chromosome	human_gene_symbol	human_chromosome
	JH584299.1	PRAMEF9	1
	JH584299.1	PRAMEF26	1
Catsper4	4	CATSPER4	1
	16	RNU6-1061P	16
Ky	9	KY	3
Pdzk1ip1	4	PDZK1IP1	1
Zbtb8os	4	ZBTB8OS	1
Mpnd	17	MPND	19
Map3k3	11	MAP3K3	17
Cd28	1	CD28	2
	10	RNU6-1001P	2
Clec11a	7	CLEC11A	19
Nxpe3	16	NXPE3	3
Mybl1	1	MYBL1	8
Ermp1	19	ERMP1	9
Arap1	7	ARAP1	11
Amz1	5	AMZ1	7
Rffl	11	RFFL	17
Rffl	11		17
Abcg5	17	ABCG5	2
Vangl2	1	VANGL2	1
Gorab	1	GORAB	1
P3h1	4	P3H1	1
Agap2	10	AGAP2	12
Hhatl	9	HHATL	3
Man2b2	5	MAN2B2	4
1700003E16Rik	6		2
1700003E16Rik	6	C2orf81	2
Fam161b	12	FAM161B	14
Ccdc181	1	CCDC181	1
Rundc1	11	RUNDC1	17
Nadk	4	NADK	1
Nup133	8	NUP133	1
Hltf	3	HLTF	3
Lrrc20	10	LRRC20	10
Vwa3a	7	VWA3A	16
Cela3b	4	CELA3B	1
Cela3b	4	CELA3A	1
Mrgpra6	7	MRGPRX3	11
Mrgpra6	7	MRGPRX2	11
Mrgpra6	7	MRGPRX1	11
Fut1	7	FUT1	19
Cog2	8	COG2	1
Csnk1g2	10	CSNK1G2	19
Golph3l	3	GOLPH3L	1
Mtln	2	MTLN	2
Zfp59	7	ZNF780A	19
Lactbl1	4	LACTBL1	1
Glyctk	9	GLYCTK	3
Tcf23	5	TCF23	2
Olfr576	7	OR51A7	11
Gnat2	3	GNAT2	1
Ly86	13	LY86	6
Samd11	4	SAMD11	1
Klkb1	8	KLKB1	4
Colq	14	COLQ	3
Pgam5	5	PGAM5	12
Gm6205	5	PRAMEF12	1
Gm6205	5	PRAMEF15	1
Gm6205	5	PRAMEF14	1
Gm6205	5	PRAMEF19	1
Gm6205	5	PRAMEF17	1
Gm6205	5	PRAMEF20	1
Gm6205	5	PRAMEF27	1
Gm6205	5	PRAMEF25	1
Gm6205	5	PRAMEF9	1
Gm6205	5	PRAMEF26	1
Mafa	15	MAFA	8
BC016579	16	C3orf52	3
	18	RN7SKP70	5
Recql	6	RECQL	12
Ska2	11	SKA2	17
Mir1224	16	MIR1224	3
Fam43a	16	FAM43A	3
Klf15	6	KLF15	3
Abhd11	5	ABHD11	7
Ndufa2	18	NDUFA2	5
Olfr437	6	OR2A2	7
Hsp90b1	10	HSP90B1	12
Tchh	3	TCHH	1
Zfp78	7	ZNF560	19
Zfp78	7	PRDM9	5
Zfp78	7	ZNF705D	8
Zfp78	7	ZNF554	19
Zfp78	7	ZNF555	19
Zfp78	7	ZNF556	19
Zfp78	7	ZNF891	12
Zfp78	7	ZNF69	19
Zfp78	7		19
Zfp78	7	ZNF763	19
Zfp78	7	ZNF20	19
Zfp78	7	ZNF439	19
Zfp78	7	ZNF669	1
Zfp78	7	ZNF124	1
Blnk	19	BLNK	10
Mapkapk2	1	MAPKAPK2	1
P2rx4	5	P2RX4	12
Snx17	5	SNX17	2
Tmem86a	7	TMEM86A	11
Cmtm1	8	CMTM1	16
Gm25078	X	RNU6-817P	1
Odc1	12	ODC1	2
Eprs	1	EPRS1	1
Cnot6l	5	CNOT6L	4
Trim50	5	TRIM50	7
Chek1	9	CHEK1	11
Fgf4	7	FGF4	11
Gja8	3	GJA8	1
Gm25480	4		2
Suco	1	SUCO	1
Abca8b	11	ABCA8	17
Prdm2	4	PRDM2	1
Lbhd1	19	LBHD1	11
Vamp8	6	VAMP8	2
Lrcol1	5	LRCOL1	12
Bak1	17	BAK1	6
Lgals8	13	LGALS8	1
Pfas	11	PFAS	17
Mri1	8	MRI1	19
Dus1l	11	DUS1L	17
Septin9	11	SEPTIN9	17
Olfr734	14	OR4M2	15
Lhb	7		19
Alpi	1	ALPP	2
Alpi	1	ALPG	2
Alpi	1	ALPI	2
Nme4	17	NME4	16
Pigr	1	PIGR	1
Zfp868	8		19
Mcmdc2	1	MCMDC2	8
Pla2g2f	4	PLA2G2F	1
Higd1a	9	HIGD1A	3
Hspe1-rs1	18	HSPE1	2
Cln3	7	CLN3	16
Acad11	9	ACAD11	3
Sdhb	4	SDHB	1
Dgki	6	DGKI	7
Gabarap	11	GABARAP	17
Slc51a	16	SLC51A	3
Reep2	18	REEP2	5
Erfe	1	ERFE	2
Dap	15	DAP	5
Mecr	4	MECR	1
Nlrp3	11	NLRP3	1
Sv2a	3	SV2A	1
Oasl1	5	OASL	12
Spg11	2	SPG11	15
Zfp612	8	ZNF23	16
Fancl	11	FANCL	2
Psd3	8	PSD3	8
Snx14	9	SNX14	6
Olfr1459	19	OR5B3	11
Ubxn10	4	UBXN10	1
Ciao2b	8	CIAO2B	16
Sh2d1b2	1	SH2D1B	1
Tomm40	7	TOMM40	19
Dnm1l	16	DNM1L	12
Eef2	10	EEF2	19
Hars	18	HARS1	5
Cks1b	3	CKS1B	1
Grsf1	5	GRSF1	4
Neu4	1	NEU4	2
Plcd3	11	PLCD3	17
Tnk2	16	TNK2	3
H3f4	11	H3-4	1
Inppl1	7	INPPL1	11
Otof	5	OTOF	2
Snora61	4	SNORA61	1
Sel1l	12	SEL1L	14
Olfr218	1	OR10J3	1
Galnt3	2	GALNT3	2
Olfr323	11	OR11L1	1
Mrpl4	9	MRPL4	19
Batf3	1	BATF3	1
Pcdha5	18	PCDHA5	5
Tsacc	3	TSACC	1
Cd200r4	16	CD200R1L	3
Ube2i	17	UBE2I	16
Nat8	6	NAT8	2
Nat8	6	NAT8B	2
Clca2	3	CLCA2	1
Fpr3	17	FPR2	19
Akr1a1	4	AKR1A1	1
Mef2a	7	MEF2A	15
Snord60	17		1
Pcyt1a	16	PCYT1A	3
Sema6b	17	SEMA6B	19
Casp8	1	CASP8	2
Ctnna2	6	CTNNA2	2
Aspm	1	ASPM	1
Oas2	5	OAS2	12
Srsf4	4	SRSF4	1
Olfr867	9	OR7D4	19
Ppp1r32	19	PPP1R32	11
Nkx2-3	19	NKX2-3	10
Clec12a	6	CLEC12A	12
Antkmt	17	ANTKMT	16
Gm23786	X	SNORA50C	17
Fgf7	2	FGF7	15
Ghdc	11	GHDC	17
Lonrf2	1	LONRF2	2
Hnrnpc	14	HNRNPC	14
Hnrnpc	14	HNRNPCL1	1
Hnrnpc	14	HNRNPCL2	1
Hnrnpc	14	HNRNPCL4	1
Hnrnpc	14	HNRNPCL3	1
Gm22649	7	RN7SL201P	2
Gm22649	7	RN7SL229P	3
Gm22649	7	RN7SL418P	3
Gm22649	7	RN7SL370P	1
Gm22649	7	RN7SL304P	1
Gm22649	7	RN7SL251P	2
Eif5a	11	EIF5A	17
Isl2	9	ISL2	15
Twf2	9	TWF2	3
Mettl18	1	METTL18	1
Cdc7	5	CDC7	1
Gm25789	1		5
Gm25789	1		7
Gm25789	1		1
Eloc	1	ELOC	8
Slc26a2	18	SLC26A2	5
Zfp574	7	ZNF574	19
Trnp1	4	TRNP1	1
Erbin	13	ERBIN	5
Olfr845	9	OR7G2	19
Ms4a6b	19	MS4A6A	11
Ms4a6b	19	MS4A6E	11
Rrad	8	RRAD	16
Krt15	11	KRT15	17
Elfn1	5	ELFN1	7
Dlg1	16	DLG1	3
Slc22a29	19	SLC22A9	11
Htr1a	13	HTR1A	5
Kmt2b	7	KMT2B	19
Nupl2	5	NUP42	7
Pgap1	1	PGAP1	2
Ulk4	9	ULK4	3
Heatr5a	12	HEATR5A	14
Tmem140	6	TMEM140	7
Olfr1383	11	OR2Y1	5
H4c3	13	H4C6	6
H4c3	13	H4C2	6
Crocc	4	CROCC	1
Shkbp1	7	SHKBP1	19
Pcdhb3	18	PCDHB3	5
Hmgcl	4	HMGCL	1
Phb2	6	PHB2	12
Tra2b	16	TRA2B	3
Zfp459	13	ZNF845	19
Mrgpra2a	7	MRGPRX3	11
Mrgpra2a	7	MRGPRX2	11
Mrgpra2a	7	MRGPRX1	11
Rho	6	RHO	3
Car14	3	CA14	1
Chrng	1	CHRNG	2
Luzp1	4	LUZP1	1
Gm24888	7	SNORA3C	16
Gm26437	X	RNU6-608P	1
Rbm6	9	RBM6	3
Olfr310	7	OR14C36	1
Cdh16	8	CDH16	16
Vit	17	VIT	2
Vps37c	19	VPS37C	11
Togaram2	17	TOGARAM2	2
Zfp800	6	ZNF800	7
Mir148b	15	MIR148B	12
Olfr1191-ps1	2	OR4S2	11
Dbf4	5	DBF4	7
Olfr193	16	OR5H8	3
Olfr193	16	OR5H1	3
Olfr193	16	OR5H14	3
Olfr193	16	OR5H6	3
Olfr193	16	OR5H2	3
Olfr193	16	OR5H15	3
Ap3b1	13	AP3B1	5
Acot4	12	ACOT4	14
Sv2b	7	SV2B	15
Myo3b	2	MYO3B	2
Exosc2	2	EXOSC2	9
Espnl	1	ESPNL	2
Ctxn1	8	CTXN1	19
Macroh2a1	13	MACROH2A1	5
Cyp2a5	7	CYP2A7	19
Csn2	5	CSN2	4
Dnajb12	10	DNAJB12	10
Podnl1	8	PODNL1	19
Vps8	16	VPS8	3
A930018P22Rik	2	C11orf91	11
Apba2	7	APBA2	15
Extl2	3	EXTL2	1
Ilkap	1	ILKAP	2
Scn11a	9	SCN11A	3
Gm38431	9		19
Gm38431	9	RAVER1	19
Col3a1	1	COL3A1	2
Drc7	8	DRC7	16
Pum1	4	PUM1	1
Zfp853	5	ZNF853	7
Dapk3	10	DAPK3	19
Mfsd1	3	MFSD1	3
Trhde	10	TRHDE	12
Krt33a	11	KRT33A	17
Yeats2	16	YEATS2	3
Pramel31	4	PRAMEF12	1
Pramel31	4	PRAMEF15	1
Pramel31	4	PRAMEF14	1
Pramel31	4	PRAMEF19	1
Pramel31	4	PRAMEF17	1
Pramel31	4	PRAMEF20	1
Pramel31	4	PRAMEF27	1
Pramel31	4	PRAMEF25	1
Pramel31	4	PRAMEF9	1
Pramel31	4	PRAMEF26	1
Tnnc1	14	TNNC1	3
Hcrtr2	9	HCRTR2	6
Angptl8	9	ANGPTL8	19
Ptprn	1	PTPRN	2
Wwc1	11	WWC1	5
n-R5s144	8	RNA5S2	1
n-R5s144	8	RNA5S3	1
H2-Oa	17	HLA-DOA	6
Prl3a1	13	PRL	6
Hcn2	10	HCN2	19
Npl	1	NPL	1
Gm12790	4	PRAMEF12	1
Gm12790	4	PRAMEF15	1
Gm12790	4	PRAMEF14	1
Gm12790	4	PRAMEF19	1
Gm12790	4	PRAMEF17	1
Gm12790	4	PRAMEF20	1
Gm12790	4	PRAMEF27	1
Gm12790	4	PRAMEF25	1
Gm12790	4	PRAMEF9	1
Gm12790	4	PRAMEF26	1
Noxred1	12	NOXRED1	14
Epc2	2	EPC2	2
Klrc1	6	KLRC1	12
Dst	1	DST	6
Mark4	7	MARK4	19
Igsf10	3	IGSF10	3
Hoxd10	2	HOXD10	2
Ly96	1	LY96	8
Sppl2b	10	SPPL2B	19
Smim20	5	SMIM20	4
Ufc1	1	UFC1	1
Cdc42ep4	11	CDC42EP4	17
Tagln2	1	TAGLN2	1
Prkd2	7	PRKD2	19
Ccnd2	6		12
Tpk1	6	TPK1	7
Zkscan17	11	ZNF496	1
Otog	7	OTOG	11
Erap1	13	ERAP1	5
Prkag1	15	PRKAG1	12
Nlrc4	17	NLRC4	2
Wdr46	17	WDR46	6
Myog	1	MYOG	1
Igkv8-30	6	IGKV4-1	2
Rell2	18	RELL2	5
Tm6sf1	7	TM6SF1	15
Evx2	2	EVX2	2
Ihh	1	IHH	2
Vrtn	12	VRTN	14
Fgfr4	13	FGFR4	5
Olfr1269	2	OR4X2	11
Olfr668	7	OR52N2	11
Olfr1118	2	OR10AG1	11
Gm42688	6	CCDC142	2
Cdc42ep5	7	CDC42EP5	19
Hcn3	3	HCN3	1
Pramel37	5	PRAMEF12	1
Pramel37	5	PRAMEF15	1
Pramel37	5	PRAMEF14	1
Pramel37	5	PRAMEF19	1
Pramel37	5	PRAMEF17	1
Pramel37	5	PRAMEF20	1
Pramel37	5	PRAMEF27	1
Pramel37	5	PRAMEF25	1
Pramel37	5	PRAMEF9	1
Pramel37	5	PRAMEF26	1
Ccdc42	11	CCDC42	17
Try10	6	PRSS1	7
Try10	6	PRSS2	7
Olfr1090	2	OR8K3	11
Ppip5k2	1	PPIP5K2	5
Pcdhga1	18	PCDHGA1	5
Amer3	1	AMER3	2
Elavl3	9	ELAVL3	19
Smco1	16	SMCO1	3
Gm24892	2	RNU6-1051P	2
Alox5	6	ALOX5	10
Kcnk9	15	KCNK9	8
Yaf2	15	YAF2	12
Atp5pb	3	ATP5PB	1
Rnf126	10	RNF126	19
Trpc7	13	TRPC7	5
Ece2	16	EEF1AKMT4-ECE2	3
Galp	7	GALP	19
Siglecg	7	SIGLEC10	19
Hapln3	7	HAPLN3	15
Cd200r1	16	CD200R1L	3
U2af2	7	U2AF2	19
Thbs3	3	THBS3	1
Mvk	5	MVK	12
Plppr5	3	PLPPR5	1
AA792892	5	PRAMEF12	1
AA792892	5	PRAMEF15	1
AA792892	5	PRAMEF14	1
AA792892	5	PRAMEF19	1
AA792892	5	PRAMEF17	1
AA792892	5	PRAMEF20	1
AA792892	5	PRAMEF27	1
AA792892	5	PRAMEF25	1
AA792892	5	PRAMEF9	1
AA792892	5	PRAMEF26	1
Rubcn	16	RUBCN	3
Mogs	6	MOGS	2
Cyp20a1	1	CYP20A1	2
Gm25061	X	RNU6-636P	1
Ddx54	5	DDX54	12
Olfr994	2	OR5AK2	11
Lrrc25	8	LRRC25	19
Napa	7	NAPA	19
Gm24223	3	RNU6-387P	1
Fcer1g	1	FCER1G	1
Sult5a1	8	SULT1A2	16
Sult5a1	8		16
Sult5a1	8	SULT1A1	16
C8a	4	C8A	1
P4ha1	10	P4HA1	10
Efcab3	11	EFCAB3	17
Cldn11	3	CLDN11	3
Tcerg1	18	TCERG1	5
Metrn	17	METRN	16
Tuba1a	15	TUBA1A	12
Gm49355	14	C3orf14	3
Slc46a1	11	SLC46A1	17
C2cd5	6	C2CD5	12
Nfkbid	7	NFKBID	19
Vmn1r8	6	VN1R5	1
Fkbp6	5	FKBP6	7
Fbxo11	17	FBXO11	2
Gmnc	16	GMNC	3
Rpl8	15	RPL8	8
Olfr1077-ps1	2	OR8K3	11
Mettl2	11	METTL2A	17
Cct7	6	CCT7	2
Gm23054	3	RNU1-93P	2
Ssr2	3	SSR2	1
Pih1d1	7	PIH1D1	19
Atpaf1	4	ATPAF1	1
Msh6	17	MSH6	2
Olfr1565	2	OR4X2	11
Olfr10	11	OR2Y1	5
Rxrg	1	RXRG	1
Nfu1	6	NFU1	2
Rybp	6	RYBP	3
Rpl24	16	RPL24	3
Gm23124	X	RNU6-861P	6
Pdlim7	13	PDLIM7	5
Mrgpra2b	7	MRGPRX3	11
Mrgpra2b	7	MRGPRX2	11
Mrgpra2b	7	MRGPRX1	11
Ifi205	1	MNDA	1
Lalba	15	LALBA	12
Jpt1	11	JPT1	17
Adamts20	15	ADAMTS20	12
Spag11b	8	SPAG11B	8
Ms4a6c	19	MS4A6A	11
Ms4a6c	19	MS4A6E	11
Krt12	11	KRT12	17
Acy3	19	ACY3	11
Rps13	7	RPS13	11
Setd6	8	SETD6	16
Mta3	17	MTA3	2
Pramel28	4	PRAMEF12	1
Pramel28	4	PRAMEF15	1
Pramel28	4	PRAMEF14	1
Pramel28	4	PRAMEF19	1
Pramel28	4	PRAMEF17	1
Pramel28	4	PRAMEF20	1
Pramel28	4	PRAMEF27	1
Pramel28	4	PRAMEF25	1
Pramel28	4	PRAMEF9	1
Pramel28	4	PRAMEF26	1
Hnrnph3	10	HNRNPH3	10
Hdac4	1	HDAC4	2
Aqp2	15	AQP2	12
Olfr809	10	OR6C76	12
Sh3gl1	17	SH3GL1	19
Olfr641	7	OR51I2	11
Gm26254	4	RNU4-90P	5
Gm26254	4	RNU4-28P	1
Gm26254	4	RNU4-21P	1
Mir143	18	MIR143	5
Olfr319	11	OR2AK2	1
Gm24036	11	RNU1-155P	1
Gm24036	11	RNVU1-23	1
Alas1	9	ALAS1	3
Olfr512	7	OR10A3	11
Olfr512	7	OR10A6	11
Kdm6b	11	KDM6B	17
Irgq	7	IRGQ	19
Lgi3	14	LGI3	8
Gm23287	4	RNU5E-1	1
Ethe1	7	ETHE1	19
Plxna1	6	PLXNA1	3
Exoc3l4	12	EXOC3L4	14
Coq10b	1	COQ10B	2
Vdac2	14	VDAC2	10
Olfr331	11	OR2T5	1
Olfr331	11	OR2T29	1
Olfr331	11	OR2T4	1
Col23a1	11	COL23A1	5
	GL456211.1	SP110	2
Nes	3	NES	1
C87436	6	C2orf42	2
Nmbr	10	NMBR	6
Ubald2	11	UBALD2	17
Olfr1458	19	OR5B3	11
Ampd1	3	AMPD1	1
Olfr478	7	OR5P2	11
Mrpl37	4	MRPL37	1
Igkv6-13	6	IGKV4-1	2
Vmn1r31	6	VN1R5	1
Gstm2	3	GSTM1	1
Chn1	2	CHN1	2
Slc16a10	10	SLC16A10	6
Mllt6	11	MLLT6	17
B3gnt5	16	B3GNT5	3
Avpr1b	1	AVPR1B	1
Iars2	1	IARS2	1
Frs2	10	FRS2	12
Oaz2	9	OAZ2	15
Ntn5	7	NTN5	19
Hsd3b9	3	HSD3B2	1
Hsd3b9	3	HSD3B1	1
Myb	10	MYB	6
Gm3250	10	KRTAP4-5	17
Gm3250	10	KRTAP9-1	17
Olfr677	7	OR52E4	11
Mcoln3	3	MCOLN3	1
Ndufa11	17		19
Ndufa11	17	NDUFA11	19
Upp2	2	UPP2	2
Prss27	17	PRSS27	16
Ttc21b	2	TTC21B	2
Trim30a	7	TRIM5	11
Gm25896	16		1
Susd4	1	SUSD4	1
Zfp595	13	ZNF736	7
Zfp595	13	ZNF678	1
Zfp595	13	ZNF695	1
Zfp595	13	ZNF738	19
Zfp595	13	ZNF681	19
Rfng	11	RFNG	17
Tbc1d8	1	TBC1D8	2
Asah2	19	ASAH2	10
Kirrel2	7	KIRREL2	19
Klhdc8b	9	KLHDC8B	3
	12	SNORA58	3
Plin4	17	PLIN4	19
Gm24151	11		1
Chst10	1	CHST10	2
Vmn1r49	6	VN1R5	1
Slc45a2	15	SLC45A2	5
Hpf1	8	HPF1	4
Brinp2	1	BRINP2	1
Pcgf2	11	PCGF2	17
Pramel16	4	PRAMEF12	1
Pramel16	4	PRAMEF15	1
Pramel16	4	PRAMEF14	1
Pramel16	4	PRAMEF19	1
Pramel16	4	PRAMEF17	1
Pramel16	4	PRAMEF20	1
Pramel16	4	PRAMEF27	1
Pramel16	4	PRAMEF25	1
Pramel16	4	PRAMEF9	1
Pramel16	4	PRAMEF26	1
Zkscan3	13	ZKSCAN4	6
Scaf1	7	SCAF1	19
Tnnt2	1	TNNT2	1
	16	RNU6-237P	16
Arhgap22	14	ARHGAP22	10
Pth1r	9	PTH1R	3
Tkfc	19	TKFC	11
Rdh16	10	RDH16	12
Ppp1r8	4	PPP1R8	1
C1qa	4	C1QA	1
Nmur2	11	NMUR2	5
Nova2	7	NOVA2	19
Snora15	5	SNORA15B-1	7
Ikzf1	11	IKZF1	7
Olfr566	7	OR51F1	11
Cuta	17	CUTA	6
Panx1	9	PANX1	11
6030468B19Rik	11	C17orf99	17
Rpl19	11	RPL19	17
Mill2	7	MICA	6
Liph	16	LIPH	3
Esyt1	10	ESYT1	12
Lax1	1	LAX1	1
Dus3l	17	DUS3L	19
Cox7a2	9	COX7A2	6
Fbxo36	1	FBXO36	2
Ogfod2	5	OGFOD2	12
S100a3	3	S100A3	1
Mir488	1	MIR488	1
Ubiad1	4	UBIAD1	1
Speg	1	SPEG	2
Tmem145	7	TMEM145	19
Rfx1	8	RFX1	19
Rsrc1	3	RSRC1	3
Stac	9	STAC	3
Gm22351	X	RNU6-107P	2
Idh2	7	IDH2	15
Klk1b9	7	KLK3	19
Spns2	11	SPNS2	17
Olfr95	17	OR10C1	6
Gpr87	3	GPR87	3
Dusp23	1	DUSP23	1
Mov10	3	MOV10	1
Gm22806	13		1
Sptlc2	12	SPTLC2	14
Hspa4	11	HSPA4	5
Ndufs6	13	NDUFS6	5
Fcgr3	1	FCGR2A	1
Fcgr3	1	FCGR2C	1
Fcgr3	1	FCGR2B	1
Olfr1094	2	OR5T1	11
Olfr1094	2	OR5T3	11
Irx5	8	IRX5	16
Timp2	11	TIMP2	17
Mmp3	9	MMP3	11
Magi3	3	MAGI3	1
n-R5s141	8	RNA5S12	1
	6	RNU6-1264P	17
Mknk2	10	MKNK2	19
Sdhc	1	SDHC	1
Tbx21	11	TBX21	17
Kcnh1	1		1
Kcnh1	1	KCNH1	1
Tspan4	7	TSPAN4	11
Plxna4	6	PLXNA4	7
Marco	1	MARCO	2
P3r3urf	4	P3R3URF	1
Gm26293	1	SNORD70B	2
Hspb7	4	HSPB7	1
Insig2	1	INSIG2	2
Tnpo2	8	TNPO2	19
Gm22603	11		5
Gm22603	11		16
Gm22603	11	SNORA70I	2
Gm22603	11	SNORA70J	5
Gm22603	11	SNORA70D	16
Gm22603	11	SNORA70H	1
Gm22603	11	SNORA70B	2
Zfp106	2	ZNF106	15
Cmip	8	CMIP	16
Vmn1r41	6	VN1R5	1
Diras1	10	DIRAS1	19
Dtl	1	DTL	1
S100a4	3	S100A4	1
Olfr262	19	OR5AN1	11
Mob4	1	HSPE1-MOB4	2
Mob4	1	MOB4	2
Evi2b	11	EVI2B	17
Rfx5	3	RFX5	1
Usp19	9	USP19	3
Olfr1260	2	OR4C5	11
Krt9	11	KRT9	17
Cyp1a1	9	CYP1A1	15
Zdhhc18	4	ZDHHC18	1
Defa5	8	DEFA1	8
Defa5	8	DEFA1B	8
Ccdc57	11	CCDC57	17
P3h2	16	P3H2	3
Tmem218	9	TMEM218	11
Rnf19b	4	RNF19B	1
Rdh16f1	10	RDH16	12
Krt8	15	KRT8	12
Umad1	6	UMAD1	7
Gp1ba	11	GP1BA	17
Arpc2	1	ARPC2	2
Mbnl1	3	MBNL1	3
Adrb2	18	ADRB2	5
Nlrx1	9	NLRX1	11
Timm22	11	TIMM22	17
	8	RN7SKP246	5
	8	RN7SKP160	1
Dusp7	9	DUSP7	3
Zfp296	7	ZNF296	19
Rab10	12	RAB10	2
Plaat3	19	PLAAT3	11
Snord1b	11	SNORD1C	17
Snora31	14		2
Dmac2	7	DMAC2	19
Lexm	4	LEXM	1
Mettl9	7	METTL9	16
Rimbp2	5	RIMBP2	12
Sprtn	8	SPRTN	1
Adamts4	1	ADAMTS4	1
Hoxa2	6	HOXA2	7
Senp2	16	SENP2	3
Tnr	1	TNR	1
Lilra5	7	LILRA6	19
Lilra5	7	LILRB5	19
Lilra5	7	LILRB3	19
Lilra5	7	LILRA5	19
Lilra5	7	LILRA4	19
Chia1	3	CHIA	1
Rtp4	16	RTP4	3
Exd1	2	EXD1	15
Prdx2	8	PRDX2	19
Iglon5	7	IGLON5	19
Olfr1023	2	OR5M1	11
Olfr1023	2	OR5M10	11
Qsox1	1	QSOX1	1
Myh1	11	MYH1	17
Klk7	7	KLK7	19
Marchf7	2	MARCHF7	2
Rnf123	9	RNF123	3
Exoc6b	6	EXOC6B	2
Pipox	11	PIPOX	17
Gm22567	18	RN7SL130P	1
Gm21988	11	RNASEK	17
Il17rc	6	IL17RC	3
Il17rc	6		3
Vmac	17	VMAC	19
Irak2	6	IRAK2	3
Alyref2	1	ALYREF	17
Prepl	17	PREPL	2
Alms1	6	ALMS1	2
Diaph1	18	DIAPH1	5
Ost4	5	OST4	2
Mrfap1	5		4
Mrfap1	5	MRFAP1L1	4
Mrfap1	5	MRFAP1	4
Ints3	3	INTS3	1
C2cd2l	9	C2CD2L	11
Acsm1	7	ACSM1	16
Nlrc5	8	NLRC5	16
Ppan	9	PPAN-P2RY11	19
Ppan	9	PPAN	19
Heatr1	13	HEATR1	1
Epb41	4	EPB41	1
Ubr3	2	UBR3	2
Srm	4	SRM	1
Pramel35	5	PRAMEF12	1
Pramel35	5	PRAMEF15	1
Pramel35	5	PRAMEF14	1
Pramel35	5	PRAMEF19	1
Pramel35	5	PRAMEF17	1
Pramel35	5	PRAMEF20	1
Pramel35	5	PRAMEF27	1
Pramel35	5	PRAMEF25	1
Pramel35	5	PRAMEF9	1
Pramel35	5	PRAMEF26	1
Usp21	1	USP21	1
Adcy5	16	ADCY5	3
Olfr958	9	OR10D3	11
Krt19	11	KRT19	17
Pramel40	5	PRAMEF12	1
Pramel40	5	PRAMEF15	1
Pramel40	5	PRAMEF14	1
Pramel40	5	PRAMEF19	1
Pramel40	5	PRAMEF17	1
Pramel40	5	PRAMEF20	1
Pramel40	5	PRAMEF27	1
Pramel40	5	PRAMEF25	1
Pramel40	5	PRAMEF9	1
Pramel40	5	PRAMEF26	1
Ppp1r42	1	PPP1R42	8
Rps15	10	RPS15	19
Ifnl2	7	IFNL3	19
Elp5	11	ELP5	17
Mir199a-2	1	MIR199A2	1
Olfr77	9	OR7D4	19
Olfr370	8	OR10K1	1
Nle1	11	NLE1	17
Txnl4b	8	TXNL4B	16
Zfp955a	17		19
Zfp955a	17	ZNF700	19
Zfp955a	17	ZNF878	19
Mrgprb2	7	MRGPRX3	11
Mrgprb2	7	MRGPRX2	11
Mrgprb2	7	MRGPRX1	11
E2f4	8	E2F4	16
Plekhg5	4	PLEKHG5	1
Gm23545	15	RNU6-750P	1
Ugt3a2	15	UGT3A2	5
Ccdc141	2	CCDC141	2
Uxs1	1	UXS1	2
Themis2	4	THEMIS2	1
Prdm9	17	PRDM7	16
Slc44a2	9	SLC44A2	19
Fcamr	1	FCAMR	1
Gtf3c3	1	GTF3C3	2
Vim	2	VIM	10
Mir27a	8	MIR27A	19
Gadd45gip1	8	GADD45GIP1	19
Trpm8	1	TRPM8	2
Chrm1	19	CHRM1	11
Snord35a	7	SNORD35A	19
Cyp4a31	4	CYP4F11	19
Cyp4a31	4	CYP4A11	1
Cyp4a31	4	CYP4A22	1
Zfp607a	7	ZNF780A	19
Olfr322	11	OR2W3	1
Gm38392	3	RHBG	1
Slc13a4	6	SLC13A4	7
Mynn	3	MYNN	3
Olfr1415	1	OR6B3	2
Olfr1415	1	OR6B2	2
Cyrib	15	CYRIB	8
E330014E10Rik	5	PRAMEF12	1
E330014E10Rik	5	PRAMEF15	1
E330014E10Rik	5	PRAMEF14	1
E330014E10Rik	5	PRAMEF19	1
E330014E10Rik	5	PRAMEF17	1
E330014E10Rik	5	PRAMEF20	1
E330014E10Rik	5	PRAMEF27	1
E330014E10Rik	5	PRAMEF25	1
E330014E10Rik	5	PRAMEF9	1
E330014E10Rik	5	PRAMEF26	1
Tctn2	5	TCTN2	12
Plxnd1	6	PLXND1	3
Rhoc	3	RHOC	1
Acot7	4	ACOT7	1
Gm3336	8		19
Ap2m1	16	AP2M1	3
Eif3k	7	EIF3K	19
Ube2o	11	UBE2O	17
Bpnt1	1	BPNT1	1
Il19	1	IL19	1
Olfr720	14	OR2T6	1
Olfr1189	2	OR4C6	11
Mcl1	3	MCL1	1
Rasal2	1	RASAL2	1
Lepr	4	LEPR	1
Thada	17	THADA	2
Spint2	7	SPINT2	19
Pea15a	1	PEA15	1
Sephs2	7	SEPHS2	16
Nwd1	8	NWD1	19
Gpd1l	9	GPD1L	3
Tbl1xr1	3	TBL1XR1	3
Spata2l	8	SPATA2L	16
Zfp953	13	ZNF736	7
Zfp953	13	ZNF678	1
Zfp953	13	ZNF695	1
Zfp953	13	ZNF738	19
Zfp953	13	ZNF681	19
BC003965	17	C16orf91	16
Polr2j	5	POLR2J3	7
Polr2j	5	POLR2J	7
Gm4303	10	ALYREF	17
Adprm	11	ADPRM	17
Zfp108	7	ZNF233	19
Mab21l4	1	MAB21L4	2
Gm25815	7	RNU6-1175P	11
