human_gene_symbol	human_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	is_tf	database_tf
LSM12	17	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
LSM14A	19	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
LSM14B	20	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
LSM2	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	FALSE	NA
LSM3	3	protein	intracellular	intracellular	3	FALSE	LOCATE, ComPPI, UniProt, OmniPath, GO_Intercell	FALSE	NA
LSM4	19	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
LSM5	7	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI, LOCATE	FALSE	NA
LSM6	4	protein	intracellular	intracellular	3	FALSE	ComPPI, LOCATE, OmniPath, UniProt, GO_Intercell	FALSE	NA
LSM7	19	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	FALSE	NA
LSM8	7	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	FALSE	NA
LSMEM1	7	protein	cell_surface, transmembrane, intracellular, plasma_membrane_transmembrane, transmembrane_predicted, transmembrane_sosui, transmembrane_tmhmm, transmembrane_phobius	cell_surface, transmembrane_predicted, intracellular, transmembrane, plasma_membrane_transmembrane	5	TRUE	OmniPath, Surfaceome, Phobius, Membranome, ComPPI, Almen2009, UniProt, Ramilowski_location	FALSE	NA
LSMEM2	3	protein	transmembrane_sosui, transmembrane, transmembrane_phobius, transmembrane_predicted, transmembrane_tmhmm	transmembrane_predicted, transmembrane	5	TRUE	Almen2009, Ramilowski_location, UniProt, Phobius, OmniPath	FALSE	NA
LSP1	11	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	2	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	FALSE	NA
LSR	19	protein	plasma_membrane, receptor, cell_adhesion, intracellular, transmembrane, transmembrane_tmhmm, plasma_membrane_transmembrane, tight_junction, transmembrane_phobius, cell_surface, transmembrane_sosui, transmembrane_predicted, adhesion	plasma_membrane, receptor, cell_adhesion, intracellular, transmembrane_predicted, plasma_membrane_transmembrane, tight_junction, transmembrane, cell_surface, adhesion	11	TRUE	UniProt, iTALK, OmniPath, Baccin2019, Phobius, Almen2009, Cellinker, talklr, LRdb, Ramilowski2015, GO_Intercell, CellTalkDB, CellCellInteractions, ComPPI, EMBRACE, TopDB, Ramilowski_location, Membranome, connectomeDB2020, LOCATE, ICELLNET	FALSE	NA
LSS	21	protein	transmembrane, intracellular, receptor	transmembrane, intracellular, receptor	3	TRUE	OmniPath, ComPPI, LOCATE, UniProt, scConnect, GO_Intercell	FALSE	NA
LST1	6	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	5	TRUE	UniProt, GO_Intercell, OmniPath, Ramilowski_location, Phobius, LOCATE, ComPPI	FALSE	NA
LTA	6	protein	secreted, ligand, tumor_necrosis_factor, cytokine, cell_surface_ligand, transmembrane, extracellular, intracellular	secreted, ligand, cell_surface_ligand, transmembrane, extracellular, intracellular	19	TRUE	UniProt, Guide2Pharma, CellCall, HGNC, CellPhoneDB, scConnect, talklr, iTALK, OmniPath, Baccin2019, LOCATE, Ramilowski2015, Matrisome, Cellinker, CellTalkDB, CellChatDB, Kirouac2010, LRdb, ICELLNET, HPA_secretome, GO_Intercell, EMBRACE, connectomeDB2020	FALSE	NA
LTA4H	12	protein	intracellular, receptor	intracellular, receptor	3	FALSE	ComPPI, OmniPath, UniProt, scConnect, GO_Intercell	FALSE	NA
LTB	6	protein	tumor_necrosis_factor, transmembrane_tmhmm, transmembrane, ligand, cell_surface_ligand, transmembrane_sosui, cell_surface, intracellular, cell_adhesion, plasma_membrane, secreted, transmembrane_phobius, adhesion, cytokine, transmembrane_predicted, extracellular	cell_surface_ligand, transmembrane_predicted, transmembrane, ligand, cell_surface, intracellular, cell_adhesion, plasma_membrane, secreted, adhesion, extracellular	9	TRUE	HGNC, Almen2009, UniProt, talklr, CellPhoneDB, LRdb, Ramilowski_location, Ramilowski2015, CellTalkDB, Baccin2019, ComPPI, OmniPath, LOCATE, GO_Intercell, Matrisome, Cellinker, EMBRACE, iTALK, connectomeDB2020, ICELLNET, Phobius	FALSE	NA
LTB4R2	14	protein	gpcr, receptor, 7tm_a, transmembrane, plasma_membrane, cell_surface, rhodopsin, intracellular, plasma_membrane_transmembrane, leukotriene_b4_7tm_a, class_a_rhodopsin_lipid_leukotriene, extracellular, class_a_rhodopsin, seven_transmembrane_7tm, class_a_rhodopsin_lipid, leukotriene	receptor, transmembrane, plasma_membrane, cell_surface, transmembrane_predicted, intracellular, plasma_membrane_transmembrane, extracellular	7	TRUE	Almen2009, CellPhoneDB, HPMR, Surfaceome, OmniPath, DGIdb, GO_Intercell, scConnect, UniProt, Ramilowski_location, LOCATE, Phobius, HGNC, CellCellInteractions, ComPPI, GPCRdb	FALSE	NA
LTBP1	2	protein	ligand_antagonist, intracellular, ecm, secreted, tgf_beta_binding, ligand_regulator, receptor, growth_factor_binder, transmembrane, glycoprotein, extracellular	ligand_regulator, intracellular, ecm, secreted, receptor, transmembrane, extracellular	5	TRUE	CellChatDB, GO_Intercell, UniProt, Cellinker, HGNC, connectomeDB2020, OmniPath, CellCellInteractions, ComPPI, Matrisome, MatrixDB, LOCATE, HPA_secretome	FALSE	NA
LTBP2	14	protein	secreted, intracellular, growth_factor_binder, ecm, ligand_regulator, extracellular, glycoprotein, tgf_beta_binding	secreted, intracellular, ligand_regulator, ecm, extracellular	4	FALSE	UniProt, HPA_secretome, GO_Intercell, MatrixDB, CellCellInteractions, ComPPI, OmniPath, LOCATE, Matrisome, HGNC	FALSE	NA
LTBP3	11	protein	secreted, extracellular, ligand, ecm, ligand_regulator, tgf_beta_binding, glycoprotein, intracellular, growth_factor_binder	secreted, extracellular, ligand, ecm, ligand_regulator, intracellular	8	FALSE	OmniPath, Ramilowski2015, connectomeDB2020, CellCellInteractions, talklr, LRdb, Cellinker, HPA_secretome, HGNC, UniProt, iTALK, Matrisome, GO_Intercell, ComPPI, CellTalkDB, LOCATE, MatrixDB, EMBRACE	FALSE	NA
LTBP4	19	protein	tgf_beta_binding, receptor, growth_factor_binder, ecm, secreted, intracellular, ligand_regulator, transmembrane, glycoprotein	ligand_regulator, receptor, ecm, secreted, intracellular, transmembrane	4	TRUE	OmniPath, CellCellInteractions, GO_Intercell, ComPPI, Matrisome, HPA_secretome, UniProt, HGNC, MatrixDB	FALSE	NA
LTBR	12	protein	plasma_membrane_transmembrane, plasma_membrane, transmembrane, receptor, tnf_receptor, cell_surface, intracellular, tnf_ngf, cell_surface_ligand, transmembrane_phobius, transmembrane_predicted, transmembrane_sosui, transmembrane_tmhmm, trail_tnf_ngf, adhesion, extracellular, cytokine, cell_adhesion, tumor_necrosis_factor, tnfngf	plasma_membrane_transmembrane, plasma_membrane, transmembrane, receptor, cell_surface, intracellular, cell_surface_ligand, transmembrane_predicted, adhesion, extracellular, cell_adhesion	18	TRUE	Membranome, OmniPath, CellTalkDB, talklr, Baccin2019, CellPhoneDB, Surfaceome, HPMR, GO_Intercell, UniProt, Almen2009, CSPA, scConnect, LRdb, TopDB, Guide2Pharma, connectomeDB2020, EMBRACE, Cellinker, LOCATE, ICELLNET, CellChatDB, HGNC, CellCall, Ramilowski_location, Ramilowski2015, Phobius, iTALK	FALSE	NA
LTF	3	protein	secreted, receptor, intracellular, extracellular	secreted, receptor, intracellular, extracellular	6	FALSE	HPA_secretome, OmniPath, GO_Intercell, UniProt, Cellinker, LOCATE, connectomeDB2020, HPMR, ComPPI, Baccin2019	FALSE	NA
LTK	15	protein	cell_surface, receptor, kinase, transmembrane_tmhmm, plasma_membrane, transmembrane, vegf_pdgf, plasma_membrane_transmembrane, extracellular, receptor_tyrosine_kinases_rtk, intracellular, transmembrane_sosui, transmembrane_predicted, transmembrane_phobius, tyrosine_kinase	cell_surface, receptor, transmembrane_predicted, plasma_membrane, transmembrane, plasma_membrane_transmembrane, extracellular, intracellular	8	TRUE	connectomeDB2020, Almen2009, OmniPath, SignaLink_function, UniProt, Phobius, Ramilowski_location, HPMR, ComPPI, scConnect, Surfaceome, GO_Intercell, LOCATE, HGNC, CellCellInteractions, Membranome	FALSE	NA
LTN1	21	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	UniProt, ComPPI, OmniPath, GO_Intercell, Ramilowski_location	FALSE	NA
LTV1	6	protein	intracellular	intracellular	2	FALSE	OmniPath, ComPPI, GO_Intercell	FALSE	NA
LUC7L	16	protein	intracellular	intracellular	2	FALSE	ComPPI, OmniPath, GO_Intercell, LOCATE	FALSE	NA
LUC7L2	7	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, GO_Intercell, OmniPath	FALSE	NA
LUC7L3	17	protein	intracellular	intracellular	3	FALSE	GO_Intercell, LOCATE, ComPPI, OmniPath, UniProt	FALSE	NA
LUM	12	protein	ecm, secreted, extracellular, ligand, proteoglycan, intracellular, small_leucine_rich_repeat_proteoglycan	ecm, secreted, extracellular, ligand, intracellular	4	FALSE	CellCellInteractions, MatrixDB, OmniPath, LOCATE, CellTalkDB, UniProt, Matrisome, GO_Intercell, HPA_secretome, HGNC	FALSE	NA
LURAP1	1	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	FALSE	NA
LURAP1L	9	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, ComPPI	FALSE	NA
LUZP1	1	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt	FALSE	NA
LUZP2	11	protein	secreted, intracellular	secreted, intracellular	3	FALSE	HPA_secretome, UniProt, ComPPI, OmniPath	FALSE	NA
LVRN	5	protein	plasma_membrane, cell_adhesion, adhesion, cell_surface_peptidase, intracellular, cell_surface_enzyme, transmembrane, m1_metallopeptidase	plasma_membrane, cell_adhesion, adhesion, cell_surface_peptidase, intracellular, cell_surface_enzyme, transmembrane	4	TRUE	Cellinker, OmniPath, LOCATE, ComPPI, GO_Intercell, UniProt	FALSE	NA
LXN	3	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	FALSE	NA
LY6D	8	protein	transmembrane, cell_surface, transmembrane_sosui, plasma_membrane, transmembrane_phobius, transmembrane_predicted, transmembrane_tmhmm	transmembrane, cell_surface, transmembrane_predicted, plasma_membrane	4	TRUE	OmniPath, Surfaceome, Almen2009, Ramilowski_location, UniProt, Phobius	FALSE	NA
LY6E	8	protein	transmembrane, plasma_membrane, cell_surface, receptor_regulator, ly6_plaur	transmembrane, plasma_membrane, cell_surface, receptor_regulator	3	TRUE	OmniPath, GO_Intercell, LOCATE, Surfaceome, Ramilowski_location, UniProt	FALSE	NA
LY6G5B	6	protein	intracellular, secreted, extracellular	intracellular, secreted, extracellular	3	FALSE	OmniPath, UniProt, LOCATE, ComPPI, DGIdb, HPA_secretome	FALSE	NA
LY6G5C	6	protein	transmembrane_tmhmm, ligand, transmembrane, secreted, transmembrane_sosui, extracellular, transmembrane_predicted, transmembrane_phobius	transmembrane_predicted, ligand, transmembrane, secreted, extracellular	4	TRUE	Almen2009, iTALK, EMBRACE, OmniPath, Ramilowski_location, HPA_secretome, DGIdb, UniProt, Phobius	FALSE	NA
LY6G6C	6	protein	cell_surface, extracellular, transmembrane_tmhmm, transmembrane_phobius, receptor, plasma_membrane, transmembrane, transmembrane_predicted, intracellular, transmembrane_sosui	cell_surface, extracellular, transmembrane_predicted, receptor, plasma_membrane, transmembrane, intracellular	4	TRUE	Surfaceome, OmniPath, DGIdb, Almen2009, Phobius, iTALK, ComPPI, UniProt, Ramilowski_location	FALSE	NA
LY6G6D	6	protein	peripheral, transmembrane, intracellular, extracellular, plasma_membrane, receptor, cell_surface	peripheral, transmembrane, intracellular, extracellular, plasma_membrane, receptor, cell_surface	2	TRUE	OmniPath, LOCATE, Ramilowski_location, GO_Intercell, Surfaceome, ComPPI, DGIdb, UniProt	FALSE	NA
LY6G6E	6	protein	transmembrane	transmembrane	1	TRUE	GO_Intercell, OmniPath	FALSE	NA
LY6G6F	6	protein	cell_surface, adhesion, plasma_membrane, transmembrane, plasma_membrane_transmembrane, intracellular, cell_adhesion, receptor_regulator, ly6_plaur	cell_surface, adhesion, plasma_membrane, transmembrane, plasma_membrane_transmembrane, intracellular, cell_adhesion, transmembrane_predicted, receptor_regulator	6	TRUE	OmniPath, Cellinker, UniProt, Membranome, Surfaceome, Phobius, LOCATE, GO_Intercell, TopDB, Ramilowski_location	FALSE	NA
LY6H	8	protein	ly6_plaur, receptor_regulator, transmembrane, plasma_membrane, cell_surface	receptor_regulator, transmembrane, plasma_membrane, cell_surface	1	TRUE	OmniPath, GO_Intercell, UniProt, Surfaceome	FALSE	NA
LY6K	8	protein	plasma_membrane_transmembrane, plasma_membrane_peripheral, transmembrane, cell_surface, plasma_membrane, intracellular, secreted, ly6_plaur, adhesion	plasma_membrane_transmembrane, plasma_membrane_peripheral, transmembrane, cell_surface, plasma_membrane, intracellular, secreted, adhesion, transmembrane_predicted	3	TRUE	CSPA, OmniPath, Ramilowski_location, Surfaceome, UniProt, HPA_secretome, Phobius, GO_Intercell	FALSE	NA
LY6L	8	protein	plasma_membrane	plasma_membrane	1	FALSE	OmniPath, UniProt	FALSE	NA
LY75	2	protein	other_receptor_family, transmembrane, receptor, plasma_membrane_transmembrane, transmembrane_sosui, scavenger, transmembrane_predicted, cell_surface, extracellular, transmembrane_phobius, transmembrane_tmhmm, macrophagemannoser, scar, mannose_scavenger, mannose	receptor, transmembrane, plasma_membrane_transmembrane, transmembrane_predicted, cell_surface, extracellular	6	TRUE	HPMR, OmniPath, CellCellInteractions, Membranome, UniProt, Almen2009, GO_Intercell, Surfaceome, Phobius, DGIdb, CSPA, HGNC, Ramilowski_location	FALSE	NA
LY86	6	protein	secreted, extracellular, intracellular	secreted, extracellular, intracellular	4	FALSE	HPA_secretome, OmniPath, UniProt, connectomeDB2020, LOCATE	FALSE	NA
LY9	1	protein	plasma_membrane_transmembrane, ligand, transmembrane, plasma_membrane, adhesion, cell_surface_ligand, intracellular, cell_adhesion, receptor, cell_surface	plasma_membrane_transmembrane, ligand, transmembrane, plasma_membrane, adhesion, cell_surface_ligand, intracellular, cell_adhesion, transmembrane_predicted, receptor, cell_surface	6	TRUE	OmniPath, ICELLNET, Membranome, LOCATE, UniProt, Cellinker, connectomeDB2020, CSPA, Phobius, Ramilowski_location, ComPPI, CellCellInteractions, TopDB, Surfaceome	FALSE	NA
LY96	8	protein	extracellular, plasma_membrane_transmembrane, intracellular, secreted, ligand, cell_surface	extracellular, plasma_membrane_transmembrane, intracellular, secreted, ligand, cell_surface	3	TRUE	OmniPath, HPMR, LOCATE, GO_Intercell, HPA_secretome, UniProt, ComPPI, CellCall	FALSE	NA
LYAR	4	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI, LOCATE	TRUE	CollecTRI;GOA_CollecTRI
LYG1	2	protein	secreted, lysozym	secreted, secreted_enyzme	3	FALSE	OmniPath, HGNC, HPA_secretome, UniProt	FALSE	NA
LYG2	2	protein	extracellular, secreted, lysozym	extracellular, secreted, secreted_enyzme	3	FALSE	OmniPath, UniProt, HGNC, HPA_secretome	FALSE	NA
LYL1	19	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	TRUE	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;ARACNe-GTEx_DoRothEA;DoRothEA;ReMap_DoRothEA;SIGNOR_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;Pavlidis2021_CollecTRI;HOCOMOCO_DoRothEA;KEGG-MEDICUS
LYN	8	protein	adhesion, cell_adhesion, plasma_membrane, intracellular, receptor	adhesion, cell_adhesion, plasma_membrane, intracellular, receptor	3	TRUE	OmniPath, Cellinker, UniProt, GO_Intercell, ComPPI, LOCATE, scConnect	FALSE	NA
LYNX1	8	protein	intracellular, plasma_membrane, receptor_regulator, transmembrane, transmembrane_tmhmm, ly6_plaur, transmembrane_predicted, cell_surface, transmembrane_sosui	intracellular, plasma_membrane, receptor_regulator, transmembrane, transmembrane_predicted, cell_surface	2	TRUE	GO_Intercell, UniProt, OmniPath, Almen2009, Surfaceome	FALSE	NA
LYPD1	2	protein	receptor_regulator, transmembrane, cell_surface, plasma_membrane, transmembrane_tmhmm, transmembrane_phobius, ly6_plaur, transmembrane_predicted	receptor_regulator, transmembrane, cell_surface, plasma_membrane, transmembrane_predicted	2	TRUE	OmniPath, GO_Intercell, Surfaceome, UniProt, Almen2009	FALSE	NA
LYPD2	8	protein	cell_surface, plasma_membrane	cell_surface, plasma_membrane	1	TRUE	OmniPath, UniProt, Surfaceome	FALSE	NA
LYPD3	19	protein	cell_surface, transmembrane, plasma_membrane_transmembrane, transmembrane_sosui, peripheral, intracellular, plasma_membrane, plasma_membrane_peripheral, extracellular, ly6_plaur, transmembrane_phobius, adhesion, transmembrane_predicted	cell_surface, transmembrane, transmembrane_predicted, plasma_membrane_transmembrane, peripheral, intracellular, plasma_membrane, plasma_membrane_peripheral, extracellular, adhesion	3	TRUE	Surfaceome, TopDB, Phobius, CSPA, Almen2009, OmniPath, UniProt, ComPPI, Ramilowski_location	FALSE	NA
LYPD4	19	protein	receptor, plasma_membrane, cell_surface	receptor, plasma_membrane, cell_surface	1	TRUE	OmniPath, UniProt, Surfaceome, CellCellInteractions	FALSE	NA
LYPD5	19	protein	intracellular, transmembrane, cell_surface, plasma_membrane, transmembrane_predicted, transmembrane_sosui, transmembrane_phobius	intracellular, transmembrane, cell_surface, plasma_membrane, transmembrane_predicted	3	TRUE	OmniPath, Ramilowski_location, Surfaceome, UniProt, Almen2009, Phobius, ComPPI	FALSE	NA
LYPD6	2	protein	secreted, cell_adhesion, transmembrane, adhesion, plasma_membrane, intracellular, receptor_regulator, ly6_plaur	secreted, cell_adhesion, transmembrane, adhesion, plasma_membrane, intracellular, receptor_regulator	3	TRUE	UniProt, OmniPath, GO_Intercell, Cellinker, ComPPI, HPA_secretome	FALSE	NA
LYPD6B	2	protein	transmembrane_predicted, cell_surface, transmembrane_tmhmm, transmembrane_phobius, plasma_membrane, ly6_plaur, transmembrane, receptor_regulator	transmembrane, cell_surface, transmembrane_predicted, plasma_membrane, receptor_regulator	2	TRUE	OmniPath, Surfaceome, Almen2009, GO_Intercell, UniProt	FALSE	NA
LYPD8	1	protein	plasma_membrane, cell_surface, ly6_plur, transmembrane, secreted, transmembrane_phobius, transmembrane_predicted, secreted_receptor, transmembrane_sosui	plasma_membrane, cell_surface, secreted_receptor, transmembrane, secreted, transmembrane_predicted	3	TRUE	UniProt, Surfaceome, OmniPath, Ramilowski_location, HPA_secretome, Almen2009, Phobius	FALSE	NA
LYPLA1	8	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	ComPPI, UniProt, OmniPath, LOCATE, GO_Intercell	FALSE	NA
LYPLA2	1	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
