mouse_gene_symbol	mouse_chromosome	human_gene_symbol	human_chromosome	human_gene_symbol_unique	human_chromosome_unique	entity_type	category	parent	consensus_score	database_cs	database_tf
Itsn1	16	ITSN1	21	ITSN1	21	protein	plasma_membrane, transmembrane_tmhmm, intracellular, transmembrane, transmembrane_sosui, transmembrane_phobius, transmembrane_predicted	plasma_membrane, transmembrane_predicted, intracellular, transmembrane	3	OmniPath, Almen2009, ComPPI, UniProt, GO_Intercell, LOCATE	NA
Itsn2	12	ITSN2	2	ITSN2	2	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, LOCATE, OmniPath, UniProt	NA
Ivd	2	IVD	15	IVD	15	protein	intracellular	intracellular	3	UniProt, OmniPath, GO_Intercell, ComPPI, LOCATE	NA
Ivns1abp	1	IVNS1ABP	1	IVNS1ABP	1	protein	intracellular	intracellular	3	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Iws1	18	IWS1	2	IWS1	2	protein	intracellular	intracellular	3	UniProt, ComPPI, GO_Intercell, OmniPath	NA
Iyd	10	IYD	6	IYD	6	protein	transmembrane, intracellular, cell_adhesion, adhesion, transmembrane_tmhmm, receptor, plasma_membrane, transmembrane_predicted, transmembrane_sosui	transmembrane, intracellular, cell_adhesion, adhesion, transmembrane_predicted, receptor, plasma_membrane	5	UniProt, OmniPath, Cellinker, Almen2009, scConnect, GO_Intercell, Ramilowski_location, ComPPI, Phobius	NA
Izumo1	7	IZUMO1	19	IZUMO1	19	protein	cell_adhesion, intracellular, ligand, plasma_membrane_transmembrane, transmembrane, receptor, plasma_membrane, extracellular, transmembrane_predicted, cell_surface_ligand, adhesion, cell_surface, other_receptor_family, izumo, transmembrane_sosui, ig_like, transmembrane_phobius, transmembrane_tmhmm, transferrin	cell_adhesion, intracellular, ligand, plasma_membrane_transmembrane, transmembrane, receptor, plasma_membrane, extracellular, cell_surface_ligand, transmembrane_predicted, adhesion, cell_surface	5	Cellinker, OmniPath, CellTalkDB, HGNC, HPMR, UniProt, Phobius, Membranome, Surfaceome, GO_Intercell, Ramilowski_location, Almen2009, CellCellInteractions	NA
Izumo1r	9	IZUMO1R	11	IZUMO1R	11	protein	receptor, transmembrane, adhesion, plasma_membrane, cell_adhesion, peripheral, extracellular, ig_like, cell_surface	receptor, transmembrane, adhesion, plasma_membrane, cell_adhesion, peripheral, extracellular, cell_surface	2	OmniPath, UniProt, CellCellInteractions, HGNC, CellTalkDB, Surfaceome, Ramilowski_location	NA
Izumo2	7	IZUMO2	19	IZUMO2	19	protein	intracellular, transmembrane, izumo, cell_surface_ligand	intracellular, transmembrane, cell_surface_ligand, transmembrane_predicted	4	ComPPI, UniProt, Ramilowski_location, OmniPath, Phobius	NA
Izumo3	4	IZUMO3	9	IZUMO3	9	protein	plasma_membrane, transmembrane, cell_surface, plasma_membrane_transmembrane, cell_surface_ligand, izumo	plasma_membrane, transmembrane, cell_surface, plasma_membrane_transmembrane, cell_surface_ligand, transmembrane_predicted	4	UniProt, Ramilowski_location, Surfaceome, OmniPath, Membranome, Phobius	NA
Izumo4	10	IZUMO4	19	IZUMO4	19	protein	izumo, secreted, intracellular, ligand	ligand, secreted, intracellular	3	OmniPath, HPA_secretome, UniProt, GO_Intercell	NA
Jade1	3	JADE1	4	JADE1	4	protein	intracellular	intracellular	3	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Jade2	11	JADE2	5	JADE2	5	protein	intracellular	intracellular	2	OmniPath, ComPPI, GO_Intercell	NA
Jade3	X	JADE3	X	JADE3	X	protein	intracellular	intracellular	2	GO_Intercell, OmniPath, ComPPI	NA
Jag1	2	JAG1	20	JAG1	20	protein	cell_surface_ligand, ligand, jagged, adhesion, transmembrane, ecm, cell_surface, transmembrane_phobius, transmembrane_predicted, plasma_membrane_transmembrane, cell_adhesion, notch_family, transmembrane_tmhmm, transmembrane_sosui, plasma_membrane, extracellular, growth_factor	cell_surface_ligand, ligand, adhesion, transmembrane, ecm, cell_surface, transmembrane_predicted, plasma_membrane_transmembrane, cell_adhesion, plasma_membrane, extracellular	13	CellPhoneDB, HPMR, Baccin2019, Almen2009, OmniPath, GO_Intercell, UniProt, TopDB, LRdb, Phobius, connectomeDB2020, Ramilowski_location, CellCall, Membranome, talklr, Cellinker, ICELLNET, EMBRACE, Kirouac2010, iTALK, CellChatDB, CSPA, CellTalkDB, SignaLink_function, DGIdb, Ramilowski2015, Surfaceome	NA
Jag2	12	JAG2	14	JAG2	14	protein	transmembrane, extracellular, notch_family, intracellular, cell_surface_ligand, ligand, cell_adhesion, cell_surface, plasma_membrane, growth_factor, plasma_membrane_transmembrane, adhesion	transmembrane, extracellular, ligand, intracellular, cell_surface_ligand, cell_adhesion, cell_surface, plasma_membrane, plasma_membrane_transmembrane, transmembrane_predicted, adhesion	11	OmniPath, UniProt, ICELLNET, LOCATE, Baccin2019, Kirouac2010, talklr, connectomeDB2020, iTALK, DGIdb, LRdb, Cellinker, Surfaceome, Ramilowski2015, CellPhoneDB, CellCall, CellChatDB, CellTalkDB, Phobius, CSPA, ComPPI, Ramilowski_location, EMBRACE, SignaLink_function, Membranome	NA
Jagn1	6	JAGN1	3	JAGN1	3	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	4	UniProt, GO_Intercell, Ramilowski_location, ComPPI, OmniPath, Phobius	NA
Jak1	4	JAK1	1	JAK1	1	protein	ferm_domain, receptor, cell_adhesion, intracellular, intracellular_intercellular_related, plasma_membrane, adhesion	intracellular_intercellular_related, receptor, cell_adhesion, intracellular, plasma_membrane, adhesion	3	HGNC, OmniPath, GO_Intercell, Cellinker, UniProt, ComPPI, LOCATE, scConnect	NA
Jak2	19	JAK2	9	JAK2	9	protein	receptor, intracellular, intracellular_intercellular_related, plasma_membrane, adhesion, cell_adhesion, ferm_domain	receptor, intracellular, intracellular_intercellular_related, plasma_membrane, adhesion, cell_adhesion	3	scConnect, UniProt, OmniPath, LOCATE, Cellinker, HGNC, GO_Intercell, ComPPI	NA
Jak3	8	JAK3	19	JAK3	19	protein	intracellular, receptor	intracellular, receptor	3	ComPPI, OmniPath, UniProt, GO_Intercell, scConnect	NA
Jakmip1	5	JAKMIP1	4	JAKMIP1	4	protein	intracellular, transmembrane_predicted, transmembrane, transmembrane_phobius, transmembrane_sosui	intracellular, transmembrane, transmembrane_predicted	3	GO_Intercell, OmniPath, ComPPI, Almen2009, UniProt	NA
Jakmip2	18	JAKMIP2	5	JAKMIP2	5	protein	transmembrane_phobius, transmembrane, intracellular, transmembrane_predicted, transmembrane_sosui	transmembrane_predicted, transmembrane, intracellular	3	Almen2009, OmniPath, ComPPI, GO_Intercell, UniProt	NA
Jakmip3	7	JAKMIP3	10	JAKMIP3	10	protein	transmembrane, intracellular, transmembrane_sosui, transmembrane_predicted, transmembrane_phobius	transmembrane, intracellular, transmembrane_predicted	3	Ramilowski_location, OmniPath, Almen2009, UniProt, Phobius, GO_Intercell	NA
Jam2	16	JAM2	21	JAM2	21	protein	tight_junction, adhesion, plasma_membrane, transmembrane, intracellular, plasma_membrane_transmembrane, cell_adhesion, cell_surface_ligand, ligand, cell_surface, extracellular, ig_like	tight_junction, adhesion, plasma_membrane, transmembrane, intracellular, plasma_membrane_transmembrane, cell_adhesion, cell_surface_ligand, ligand, cell_surface, extracellular, transmembrane_predicted	6	OmniPath, HGNC, Cellinker, UniProt, ComPPI, TopDB, Zhong2015, CellChatDB, LOCATE, Surfaceome, Ramilowski_location, Baccin2019, CSPA, GO_Intercell, CellPhoneDB, CellCall, Membranome, Phobius, connectomeDB2020	NA
Jam3	9	JAM3	11	JAM3	11	protein	transmembrane, cell_adhesion, plasma_membrane_transmembrane, adhesion, plasma_membrane, cell_surface_ligand, tight_junction, cell_surface, secreted, ligand, extracellular, ig_like, intracellular	transmembrane, cell_adhesion, plasma_membrane_transmembrane, adhesion, transmembrane_predicted, plasma_membrane, cell_surface_ligand, tight_junction, cell_surface, secreted, ligand, extracellular, intracellular	6	UniProt, Ramilowski_location, HGNC, Membranome, MCAM, TopDB, Phobius, OmniPath, CellChatDB, GO_Intercell, Baccin2019, LOCATE, CellPhoneDB, Zhong2015, Surfaceome, Cellinker, CellTalkDB, CSPA, HPA_secretome, CellCall, connectomeDB2020	NA
Jarid2	13	JARID2	6	JARID2	6	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, UniProt, LOCATE, OmniPath	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;SIGNOR
Jazf1	6	JAZF1	7	JAZF1	7	protein	intracellular	intracellular	3	ComPPI, UniProt, OmniPath, GO_Intercell	Pavlidis2021_CollecTRI
Jcad	18	JCAD	10	JCAD	10	protein	intracellular	intracellular	2	OmniPath, GO_Intercell, ComPPI	NA
Jchain	5	JCHAIN	4	JCHAIN	4	protein	secreted, extracellular	secreted, extracellular	6	HPA_secretome, UniProt, OmniPath	NA
Jdp2	12	JDP2	14	JDP2	14	protein	intracellular	intracellular	3	GO_Intercell, UniProt, LOCATE, OmniPath, ComPPI	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;NTNU.Curated_CollecTRI
Jhy	9	JHY	11	JHY	11	protein	intracellular	intracellular	1	ComPPI, OmniPath	NA
Jkamp	12	JKAMP	14	JKAMP	14	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	5	ComPPI, Ramilowski_location, UniProt, OmniPath, GO_Intercell, Phobius, LOCATE	NA
Jmjd1c	10	JMJD1C	10	JMJD1C	10	protein	intracellular, receptor	intracellular, receptor	3	GO_Intercell, LOCATE, UniProt, OmniPath, scConnect, ComPPI	NA
Jmjd4	11	JMJD4	1	JMJD4	1	protein	intracellular	intracellular	3	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Jmjd6	11	JMJD6	17	JMJD6	17	protein	plasma_membrane_transmembrane, intracellular, cell_surface_ligand, extracellular, cell_surface	plasma_membrane_transmembrane, intracellular, cell_surface_ligand, extracellular, cell_surface	3	HPMR, UniProt, OmniPath, Baccin2019, connectomeDB2020, GO_Intercell, ComPPI	NA
Jmjd7	2	JMJD7	15	JMJD7	15	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, LOCATE, OmniPath, UniProt	NA
Jmjd8	17	JMJD8	16	JMJD8	16	protein	intracellular	intracellular	3	GO_Intercell, OmniPath, UniProt, ComPPI	NA
Jmy	13	JMY	5	JMY	5	protein	intracellular	intracellular	3	GO_Intercell, OmniPath, ComPPI, UniProt	NA
Josd1	15	JOSD1	22	JOSD1	22	protein	intracellular, plasma_membrane, transmembrane	intracellular, plasma_membrane, transmembrane	3	UniProt, ComPPI, OmniPath, GO_Intercell, Ramilowski_location	NA
Josd2	7	JOSD2	19	JOSD2	19	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	3	ComPPI, UniProt, OmniPath, Phobius, Ramilowski_location, GO_Intercell	NA
Jph1	1	JPH1	8	JPH1	8	protein	junctophilin, transmembrane, plasma_membrane, intracellular, transmembrane_phobius, intracellular_intercellular_related, transmembrane_sosui, transmembrane_tmhmm, transmembrane_predicted	intracellular_intercellular_related, transmembrane, plasma_membrane, intracellular, transmembrane_predicted	6	HGNC, UniProt, OmniPath, GO_Intercell, Almen2009, ComPPI, Phobius, LOCATE, Ramilowski_location	NA
Jph2	2	JPH2	20	JPH2	20	protein	intracellular_intercellular_related, intracellular, ion_channel, transmembrane, transmembrane_tmhmm, transmembrane_predicted, transmembrane_sosui, transmembrane_phobius, plasma_membrane, junctophilin, transporter	intracellular_intercellular_related, intracellular, ion_channel, transmembrane, transmembrane_predicted, plasma_membrane, transporter	6	OmniPath, ComPPI, DGIdb, UniProt, Almen2009, Phobius, LOCATE, HGNC, GO_Intercell, Ramilowski_location	NA
Jph3	8	JPH3	16	JPH3	16	protein	transmembrane, plasma_membrane, transmembrane_predicted, transmembrane_tmhmm, intracellular, junctophilin, transmembrane_phobius, transmembrane_sosui, intracellular_intercellular_related	transmembrane, plasma_membrane, transmembrane_predicted, intracellular, intracellular_intercellular_related	6	UniProt, OmniPath, Almen2009, GO_Intercell, Phobius, ComPPI, Ramilowski_location, HGNC, LOCATE	NA
Jph4	14	JPH4	14	JPH4	14	protein	transmembrane, plasma_membrane, intracellular, junctophilin, intracellular_intercellular_related	transmembrane, plasma_membrane, intracellular, intracellular_intercellular_related, transmembrane_predicted	5	OmniPath, UniProt, LOCATE, Ramilowski_location, HGNC, Phobius, ComPPI, GO_Intercell	NA
Jpt1	11	JPT1	17	JPT1	17	protein	intracellular	intracellular	3	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Jpt2	17	JPT2	16	JPT2	16	protein	intracellular	intracellular	3	UniProt, GO_Intercell, ComPPI, OmniPath	NA
Jrk	15	JRK	8	JRK	8	protein	transmembrane, intracellular	transmembrane, intracellular	3	OmniPath, GO_Intercell, UniProt, ComPPI, LOCATE	NA
Jrkl	9	JRKL	11	JRKL	11	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, OmniPath, UniProt	NA
Jsrp1	10	JSRP1	19	JSRP1	19	protein	intracellular	intracellular	3	GO_Intercell, OmniPath, ComPPI, UniProt	NA
Jtb	3	JTB	1	JTB	1	protein	transmembrane, intracellular, transmembrane_predicted, transmembrane_tmhmm, transmembrane_phobius, transmembrane_sosui	transmembrane, intracellular, transmembrane_predicted	6	UniProt, OmniPath, ComPPI, Phobius, Ramilowski_location, GO_Intercell, Almen2009, LOCATE	NA
Jun	4	JUN	1	JUN	1	protein	intracellular	intracellular	3	UniProt, OmniPath, LOCATE, GO_Intercell, ComPPI	CollecTRI;DoRothEA;ExTRI_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;FANTOM4_DoRothEA;CytReg_CollecTRI;GEREDB_CollecTRI;TRRD_DoRothEA;IntAct_DoRothEA;PAZAR_DoRothEA;SIGNOR_CollecTRI;ENCODE-distal;KEGG-MEDICUS;ARACNe-GTEx_DoRothEA;HOCOMOCO_DoRothEA;Pavlidis2021_CollecTRI;ReMap_DoRothEA;ENCODE-proximal;NFIRegulomeDB_DoRothEA;JASPAR_DoRothEA;ORegAnno;SIGNOR;ORegAnno_DoRothEA;GOA_CollecTRI;IntAct_CollecTRI
Junb	8	JUNB	19	JUNB	19	protein	intracellular	intracellular	3	ComPPI, UniProt, LOCATE, OmniPath, GO_Intercell	CollecTRI;DoRothEA;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;CytReg_CollecTRI;ARACNe-GTEx_DoRothEA;HOCOMOCO_DoRothEA;GEREDB_CollecTRI;IntAct_DoRothEA;ReMap_DoRothEA;SIGNOR_CollecTRI;ENCODE-distal
Jund	8	JUND	19	JUND	19	protein	intracellular, extracellular	intracellular, extracellular	3	GO_Intercell, UniProt, ComPPI, OmniPath, LOCATE	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;GEREDB_CollecTRI;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;CytReg_CollecTRI;FANTOM4_DoRothEA;SIGNOR;SIGNOR_CollecTRI;Pavlidis2021_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;ENCODE-distal;ReMap_DoRothEA;IntAct_DoRothEA;ENCODE-proximal;ARACNe-GTEx_DoRothEA;ORegAnno
Jup	11	JUP	17	JUP	17	protein	intracellular, tight_junction, ecm, adherens_junction	intracellular, tight_junction, ecm, adherens_junction	3	OmniPath, Zhong2015, ComPPI, GO_Intercell, UniProt, Ramilowski_location	NA
Kalrn	16	KALRN	3	KALRN	3	protein	intracellular, receptor	intracellular, receptor	3	OmniPath, UniProt, ComPPI, scConnect, LOCATE, GO_Intercell	NA
Kank1	19	KANK1	9	KANK1	9	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, UniProt, OmniPath, LOCATE	NA
Kank2	9	KANK2	19	KANK2	19	protein	intracellular	intracellular	3	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Kank3	17	KANK3	19	KANK3	19	protein	intracellular	intracellular	1	GO_Intercell, OmniPath	NA
Kank4	4	KANK4	1	KANK4	1	protein	intracellular	intracellular	3	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Kansl1	11	KANSL1	17	KANSL1	17	protein	intracellular	intracellular	3	UniProt, GO_Intercell, LOCATE, ComPPI, OmniPath	NA
Kansl1l	1	KANSL1L	2	KANSL1L	2	protein	intracellular	intracellular	1	OmniPath, ComPPI	NA
Kansl2	15	KANSL2	12	KANSL2	12	protein	intracellular	intracellular	3	OmniPath, UniProt, ComPPI, GO_Intercell	NA
Kansl3	1	KANSL3	2	KANSL3	2	protein	intracellular	intracellular	3	ComPPI, UniProt, GO_Intercell, OmniPath	NA
Kars	8	KARS1	16	KARS1	16	protein	secreted, intracellular, plasma_membrane, extracellular	secreted, intracellular, plasma_membrane, extracellular	3	UniProt, OmniPath, GO_Intercell, ComPPI	NA
Kash5	7	KASH5	19	KASH5	19	protein	transmembrane, intracellular	transmembrane, transmembrane_predicted, intracellular	4	UniProt, Phobius, OmniPath, Ramilowski_location, ComPPI, GO_Intercell	NA
Kat14	2	KAT14	20	KAT14	20	protein	intracellular	intracellular	3	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Kat2a	11	KAT2A	17	KAT2A	17	protein	intracellular, receptor	intracellular, receptor	3	ComPPI, UniProt, OmniPath, GO_Intercell, scConnect	CollecTRI;GOA_CollecTRI;ENCODE-proximal
Kat2b	17	KAT2B	3	KAT2B	3	protein	intracellular, receptor	intracellular, receptor	3	GO_Intercell, LOCATE, scConnect, OmniPath, ComPPI, UniProt	CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;NTNU.Curated_CollecTRI
Kat5	19	KAT5	11	KAT5	11	protein	intracellular, receptor	intracellular, receptor	3	ComPPI, OmniPath, GO_Intercell, scConnect, LOCATE, UniProt	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI;Pavlidis2021_CollecTRI;GOA_CollecTRI
Kat6a	8	KAT6A	8	KAT6A	8	protein	intracellular, receptor	intracellular, receptor	3	ComPPI, LOCATE, UniProt, OmniPath, GO_Intercell, scConnect	NA
Kat6b	14	KAT6B	10	KAT6B	10	protein	intracellular, receptor	intracellular, receptor	3	LOCATE, OmniPath, UniProt, ComPPI, scConnect, GO_Intercell	NA
Kat7	11	KAT7	17	KAT7	17	protein	intracellular, receptor	intracellular, receptor	3	ComPPI, scConnect, UniProt, OmniPath, GO_Intercell	CollecTRI;ExTRI_CollecTRI
Kat8	7	KAT8	16	KAT8	16	protein	receptor, intracellular	receptor, intracellular	3	OmniPath, GO_Intercell, UniProt, LOCATE, ComPPI, scConnect	CollecTRI;ExTRI_CollecTRI
Katna1	10	KATNA1	6	KATNA1	6	protein	intracellular, receptor	intracellular, receptor	3	UniProt, OmniPath, LOCATE, scConnect, GO_Intercell, ComPPI	NA
Katnal1	5	KATNAL1	13	KATNAL1	13	protein	intracellular	intracellular	3	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Katnal2	18	KATNAL2	18	KATNAL2	18	protein	intracellular, basolateral_cell_membrane, plasma_membrane	intracellular, plasma_membrane	3	UniProt, GO_Intercell, OmniPath, LOCATE, ComPPI	NA
Katnb1	8	KATNB1	16	KATNB1	16	protein	intracellular	intracellular	3	GO_Intercell, UniProt, ComPPI, OmniPath, LOCATE	NA
Katnbl1	2	KATNBL1	15	KATNBL1	15	protein	intracellular	intracellular	3	GO_Intercell, UniProt, ComPPI, OmniPath	NA
Katnip	7	KATNIP	16	KATNIP	16	protein	intracellular	intracellular	3	OmniPath, GO_Intercell, ComPPI, UniProt	NA
Kazald1	19	KAZALD1	10	KAZALD1	10	protein	ecm_regulator, ecm, ligand_regulator, secreted, growth_factor_binder	ecm_regulator, ecm, ligand_regulator, secreted	3	OmniPath, UniProt, HPA_secretome, MatrixDB, Matrisome, GO_Intercell, CellCellInteractions	NA
Kazn	4	KAZN	1	KAZN	1	protein	intracellular	intracellular	3	OmniPath, ComPPI, UniProt, GO_Intercell	NA
Kbtbd13	9	KBTBD13	15	KBTBD13	15	protein	intracellular, ion_channel, transporter	intracellular, ion_channel, transporter	3	UniProt, OmniPath, ComPPI, DGIdb, GO_Intercell	NA
